Anchor,Positive,Negative
dataset\latent_diffusion\latentdiff_spectrum\725\img006968.jpg,dataset\latent_diffusion\latentdiff_spectrum\49\img004346.jpg,dataset\coco\coco\coco2017\train_spectrum\img148187.jpg
dataset\big_gan\big\biggan-spectrum\191\img001039.jpg,dataset\big_gan\big\biggan-spectrum\574\img005284.jpg,dataset\coco\coco\coco2017\train_spectrum\img099530.jpg
dataset\big_gan\big\biggan-spectrum\338\img002666.jpg,dataset\taming_transformer\tt-cc_spectrum\195\img005373.jpg,dataset\coco\coco\coco2017\train_spectrum\img049892.jpg
dataset\taming_transformer\tt-cc_spectrum\793\img038583.jpg,dataset\taming_transformer\tt-cc_spectrum\97\img048389.jpg,dataset\coco\coco\coco2017\train_spectrum\img146878.jpg
dataset\big_gan\big\biggan-spectrum\77\img007459.jpg,dataset\big_gan\big\biggan-spectrum\739\img007119.jpg,dataset\coco\coco\coco2017\train_spectrum\img134125.jpg
dataset\taming_transformer\tt-cc_spectrum\587\img027133.jpg,dataset\big_gan\big\biggan-spectrum\669\img006334.jpg,dataset\coco\coco\coco2017\train_spectrum\img062026.jpg
dataset\taming_transformer\tt-cc_spectrum\727\img034916.jpg,dataset\big_gan\big\biggan-spectrum\218\img001332.jpg,dataset\coco\coco\coco2017\train_spectrum\img053719.jpg
dataset\latent_diffusion\latentdiff_spectrum\974\img009726.jpg,dataset\latent_diffusion\latentdiff_spectrum\8\img007783.jpg,dataset\coco\coco\coco2017\train_spectrum\img115712.jpg
dataset\latent_diffusion\latentdiff_spectrum\771\img007478.jpg,dataset\latent_diffusion\latentdiff_spectrum\872\img008598.jpg,dataset\coco\coco\coco2017\train_spectrum\img120693.jpg
dataset\taming_transformer\tt-cc_spectrum\287\img010463.jpg,dataset\latent_diffusion\latentdiff_spectrum\424\img003624.jpg,dataset\coco\coco\coco2017\train_spectrum\img042063.jpg
dataset\latent_diffusion\latentdiff_spectrum\13\img000352.jpg,dataset\big_gan\big\biggan-spectrum\456\img003979.jpg,dataset\coco\coco\coco2017\train_spectrum\img158367.jpg
dataset\taming_transformer\tt-cc_spectrum\315\img012052.jpg,dataset\latent_diffusion\latentdiff_spectrum\813\img007941.jpg,dataset\coco\coco\coco2017\train_spectrum\img072947.jpg
dataset\taming_transformer\tt-cc_spectrum\386\img015996.jpg,dataset\latent_diffusion\latentdiff_spectrum\972\img009707.jpg,dataset\coco\coco\coco2017\train_spectrum\img133811.jpg
dataset\taming_transformer\tt-cc_spectrum\195\img005353.jpg,dataset\big_gan\big\biggan-spectrum\694\img006614.jpg,dataset\coco\coco\coco2017\train_spectrum\img045612.jpg
dataset\latent_diffusion\latentdiff_spectrum\67\img006346.jpg,dataset\big_gan\big\biggan-spectrum\544\img004952.jpg,dataset\coco\coco\coco2017\train_spectrum\img084435.jpg
dataset\big_gan\big\biggan-spectrum\777\img007539.jpg,dataset\taming_transformer\tt-cc_spectrum\9\img044481.jpg,dataset\coco\coco\coco2017\train_spectrum\img102461.jpg
dataset\taming_transformer\tt-cc_spectrum\464\img020328.jpg,dataset\big_gan\big\biggan-spectrum\8\img007787.jpg,dataset\coco\coco\coco2017\train_spectrum\img055338.jpg
dataset\taming_transformer\tt-cc_spectrum\793\img038590.jpg,dataset\taming_transformer\tt-cc_spectrum\659\img031137.jpg,dataset\coco\coco\coco2017\train_spectrum\img147585.jpg
dataset\big_gan\big\biggan-spectrum\923\img009164.jpg,dataset\taming_transformer\tt-cc_spectrum\321\img012426.jpg,dataset\coco\coco\coco2017\train_spectrum\img078704.jpg
dataset\latent_diffusion\latentdiff_spectrum\863\img008499.jpg,dataset\latent_diffusion\latentdiff_spectrum\904\img008959.jpg,dataset\coco\coco\coco2017\train_spectrum\img142167.jpg
dataset\big_gan\big\biggan-spectrum\411\img003485.jpg,dataset\latent_diffusion\latentdiff_spectrum\985\img009844.jpg,dataset\coco\coco\coco2017\train_spectrum\img130911.jpg
dataset\taming_transformer\tt-cc_spectrum\160\img003464.jpg,dataset\latent_diffusion\latentdiff_spectrum\636\img005971.jpg,dataset\coco\coco\coco2017\train_spectrum\img111716.jpg
dataset\taming_transformer\tt-cc_spectrum\742\img035793.jpg,dataset\taming_transformer\tt-cc_spectrum\950\img047338.jpg,dataset\coco\coco\coco2017\train_spectrum\img149847.jpg
dataset\big_gan\big\biggan-spectrum\168\img000773.jpg,dataset\taming_transformer\tt-cc_spectrum\594\img027514.jpg,dataset\coco\coco\coco2017\train_spectrum\img068858.jpg
dataset\taming_transformer\tt-cc_spectrum\998\img049934.jpg,dataset\big_gan\big\biggan-spectrum\358\img002887.jpg,dataset\coco\coco\coco2017\train_spectrum\img105805.jpg
dataset\latent_diffusion\latentdiff_spectrum\958\img009540.jpg,dataset\latent_diffusion\latentdiff_spectrum\117\img000212.jpg,dataset\coco\coco\coco2017\train_spectrum\img123039.jpg
dataset\big_gan\big\biggan-spectrum\802\img007820.jpg,dataset\latent_diffusion\latentdiff_spectrum\353\img002832.jpg,dataset\coco\coco\coco2017\train_spectrum\img043843.jpg
dataset\latent_diffusion\latentdiff_spectrum\997\img009973.jpg,dataset\big_gan\big\biggan-spectrum\309\img002343.jpg,dataset\coco\coco\coco2017\train_spectrum\img153289.jpg
dataset\taming_transformer\tt-cc_spectrum\761\img036812.jpg,dataset\taming_transformer\tt-cc_spectrum\323\img012526.jpg,dataset\coco\coco\coco2017\train_spectrum\img109038.jpg
dataset\latent_diffusion\latentdiff_spectrum\387\img003207.jpg,dataset\taming_transformer\tt-cc_spectrum\938\img046624.jpg,dataset\coco\coco\coco2017\train_spectrum\img097959.jpg
dataset\latent_diffusion\latentdiff_spectrum\814\img007957.jpg,dataset\taming_transformer\tt-cc_spectrum\854\img041951.jpg,dataset\coco\coco\coco2017\train_spectrum\img058604.jpg
dataset\taming_transformer\tt-cc_spectrum\150\img002905.jpg,dataset\taming_transformer\tt-cc_spectrum\370\img015149.jpg,dataset\coco\coco\coco2017\train_spectrum\img075902.jpg
dataset\big_gan\big\biggan-spectrum\318\img002443.jpg,dataset\latent_diffusion\latentdiff_spectrum\12\img000242.jpg,dataset\coco\coco\coco2017\train_spectrum\img078056.jpg
dataset\taming_transformer\tt-cc_spectrum\350\img014027.jpg,dataset\taming_transformer\tt-cc_spectrum\112\img000820.jpg,dataset\coco\coco\coco2017\train_spectrum\img040816.jpg
dataset\taming_transformer\tt-cc_spectrum\910\img045103.jpg,dataset\latent_diffusion\latentdiff_spectrum\199\img001115.jpg,dataset\coco\coco\coco2017\train_spectrum\img141388.jpg
dataset\taming_transformer\tt-cc_spectrum\689\img032784.jpg,dataset\latent_diffusion\latentdiff_spectrum\818\img007994.jpg,dataset\coco\coco\coco2017\train_spectrum\img059860.jpg
dataset\latent_diffusion\latentdiff_spectrum\969\img009660.jpg,dataset\latent_diffusion\latentdiff_spectrum\111\img000159.jpg,dataset\coco\coco\coco2017\train_spectrum\img093413.jpg
dataset\taming_transformer\tt-cc_spectrum\953\img047473.jpg,dataset\big_gan\big\biggan-spectrum\267\img001871.jpg,dataset\coco\coco\coco2017\train_spectrum\img107368.jpg
dataset\big_gan\big\biggan-spectrum\147\img000541.jpg,dataset\taming_transformer\tt-cc_spectrum\688\img032749.jpg,dataset\coco\coco\coco2017\train_spectrum\img069359.jpg
dataset\latent_diffusion\latentdiff_spectrum\769\img007445.jpg,dataset\big_gan\big\biggan-spectrum\856\img008410.jpg,dataset\coco\coco\coco2017\train_spectrum\img082482.jpg
dataset\big_gan\big\biggan-spectrum\477\img004206.jpg,dataset\big_gan\big\biggan-spectrum\188\img000994.jpg,dataset\coco\coco\coco2017\train_spectrum\img064923.jpg
dataset\taming_transformer\tt-cc_spectrum\490\img021781.jpg,dataset\big_gan\big\biggan-spectrum\645\img006079.jpg,dataset\coco\coco\coco2017\train_spectrum\img084123.jpg
dataset\big_gan\big\biggan-spectrum\184\img000959.jpg,dataset\taming_transformer\tt-cc_spectrum\386\img015995.jpg,dataset\coco\coco\coco2017\train_spectrum\img053468.jpg
dataset\latent_diffusion\latentdiff_spectrum\425\img003639.jpg,dataset\big_gan\big\biggan-spectrum\118\img000225.jpg,dataset\coco\coco\coco2017\train_spectrum\img093596.jpg
dataset\big_gan\big\biggan-spectrum\210\img001259.jpg,dataset\big_gan\big\biggan-spectrum\939\img009335.jpg,dataset\coco\coco\coco2017\train_spectrum\img117588.jpg
dataset\taming_transformer\tt-cc_spectrum\484\img021447.jpg,dataset\big_gan\big\biggan-spectrum\976\img009746.jpg,dataset\coco\coco\coco2017\train_spectrum\img060615.jpg
dataset\taming_transformer\tt-cc_spectrum\718\img034400.jpg,dataset\latent_diffusion\latentdiff_spectrum\711\img006818.jpg,dataset\coco\coco\coco2017\train_spectrum\img087125.jpg
dataset\big_gan\big\biggan-spectrum\47\img004129.jpg,dataset\latent_diffusion\latentdiff_spectrum\422\img003609.jpg,dataset\coco\coco\coco2017\train_spectrum\img098013.jpg
dataset\taming_transformer\tt-cc_spectrum\136\img002122.jpg,dataset\big_gan\big\biggan-spectrum\922\img009156.jpg,dataset\coco\coco\coco2017\train_spectrum\img075396.jpg
dataset\taming_transformer\tt-cc_spectrum\436\img018770.jpg,dataset\taming_transformer\tt-cc_spectrum\216\img006588.jpg,dataset\coco\coco\coco2017\train_spectrum\img052748.jpg
dataset\taming_transformer\tt-cc_spectrum\788\img038273.jpg,dataset\latent_diffusion\latentdiff_spectrum\727\img006986.jpg,dataset\coco\coco\coco2017\train_spectrum\img119003.jpg
dataset\big_gan\big\biggan-spectrum\670\img006355.jpg,dataset\taming_transformer\tt-cc_spectrum\912\img045201.jpg,dataset\coco\coco\coco2017\train_spectrum\img063713.jpg
dataset\taming_transformer\tt-cc_spectrum\979\img048851.jpg,dataset\taming_transformer\tt-cc_spectrum\576\img026541.jpg,dataset\coco\coco\coco2017\train_spectrum\img156590.jpg
dataset\taming_transformer\tt-cc_spectrum\26\img008966.jpg,dataset\latent_diffusion\latentdiff_spectrum\679\img006440.jpg,dataset\coco\coco\coco2017\train_spectrum\img065176.jpg
dataset\latent_diffusion\latentdiff_spectrum\797\img007757.jpg,dataset\big_gan\big\biggan-spectrum\113\img000170.jpg,dataset\coco\coco\coco2017\train_spectrum\img135725.jpg
dataset\latent_diffusion\latentdiff_spectrum\407\img003433.jpg,dataset\latent_diffusion\latentdiff_spectrum\787\img007647.jpg,dataset\coco\coco\coco2017\train_spectrum\img155375.jpg
dataset\big_gan\big\biggan-spectrum\771\img007473.jpg,dataset\taming_transformer\tt-cc_spectrum\43\img018439.jpg,dataset\coco\coco\coco2017\train_spectrum\img068664.jpg
dataset\latent_diffusion\latentdiff_spectrum\121\img000260.jpg,dataset\taming_transformer\tt-cc_spectrum\447\img019380.jpg,dataset\coco\coco\coco2017\train_spectrum\img116043.jpg
dataset\big_gan\big\biggan-spectrum\531\img004817.jpg,dataset\latent_diffusion\latentdiff_spectrum\994\img009948.jpg,dataset\coco\coco\coco2017\train_spectrum\img121878.jpg
dataset\big_gan\big\biggan-spectrum\893\img008828.jpg,dataset\taming_transformer\tt-cc_spectrum\871\img042914.jpg,dataset\coco\coco\coco2017\train_spectrum\img135982.jpg
dataset\latent_diffusion\latentdiff_spectrum\35\img002798.jpg,dataset\latent_diffusion\latentdiff_spectrum\652\img006153.jpg,dataset\coco\coco\coco2017\train_spectrum\img142605.jpg
dataset\big_gan\big\biggan-spectrum\527\img004766.jpg,dataset\taming_transformer\tt-cc_spectrum\185\img004842.jpg,dataset\coco\coco\coco2017\train_spectrum\img102418.jpg
dataset\latent_diffusion\latentdiff_spectrum\8\img007785.jpg,dataset\latent_diffusion\latentdiff_spectrum\922\img009155.jpg,dataset\coco\coco\coco2017\train_spectrum\img047436.jpg
dataset\taming_transformer\tt-cc_spectrum\392\img016335.jpg,dataset\big_gan\big\biggan-spectrum\920\img009130.jpg,dataset\coco\coco\coco2017\train_spectrum\img072612.jpg
dataset\latent_diffusion\latentdiff_spectrum\316\img002424.jpg,dataset\latent_diffusion\latentdiff_spectrum\392\img003261.jpg,dataset\coco\coco\coco2017\train_spectrum\img073062.jpg
dataset\latent_diffusion\latentdiff_spectrum\684\img006505.jpg,dataset\big_gan\big\biggan-spectrum\276\img001975.jpg,dataset\coco\coco\coco2017\train_spectrum\img071161.jpg
dataset\big_gan\big\biggan-spectrum\596\img005524.jpg,dataset\taming_transformer\tt-cc_spectrum\964\img048098.jpg,dataset\coco\coco\coco2017\train_spectrum\img100719.jpg
dataset\taming_transformer\tt-cc_spectrum\74\img035628.jpg,dataset\taming_transformer\tt-cc_spectrum\955\img047589.jpg,dataset\coco\coco\coco2017\train_spectrum\img050578.jpg
dataset\taming_transformer\tt-cc_spectrum\541\img024610.jpg,dataset\taming_transformer\tt-cc_spectrum\793\img038553.jpg,dataset\coco\coco\coco2017\train_spectrum\img084731.jpg
dataset\latent_diffusion\latentdiff_spectrum\534\img004849.jpg,dataset\big_gan\big\biggan-spectrum\335\img002634.jpg,dataset\coco\coco\coco2017\train_spectrum\img096700.jpg
dataset\big_gan\big\biggan-spectrum\975\img009738.jpg,dataset\taming_transformer\tt-cc_spectrum\311\img011860.jpg,dataset\coco\coco\coco2017\train_spectrum\img097998.jpg
dataset\latent_diffusion\latentdiff_spectrum\870\img008572.jpg,dataset\big_gan\big\biggan-spectrum\413\img003508.jpg,dataset\coco\coco\coco2017\train_spectrum\img079089.jpg
dataset\latent_diffusion\latentdiff_spectrum\562\img005150.jpg,dataset\big_gan\big\biggan-spectrum\742\img007159.jpg,dataset\coco\coco\coco2017\train_spectrum\img062459.jpg
dataset\latent_diffusion\latentdiff_spectrum\301\img002265.jpg,dataset\taming_transformer\tt-cc_spectrum\835\img040900.jpg,dataset\coco\coco\coco2017\train_spectrum\img042711.jpg
dataset\latent_diffusion\latentdiff_spectrum\36\img002902.jpg,dataset\taming_transformer\tt-cc_spectrum\729\img035010.jpg,dataset\coco\coco\coco2017\train_spectrum\img104263.jpg
dataset\taming_transformer\tt-cc_spectrum\50\img022313.jpg,dataset\big_gan\big\biggan-spectrum\418\img003552.jpg,dataset\coco\coco\coco2017\train_spectrum\img104060.jpg
dataset\big_gan\big\biggan-spectrum\649\img006118.jpg,dataset\big_gan\big\biggan-spectrum\290\img002133.jpg,dataset\coco\coco\coco2017\train_spectrum\img112760.jpg
dataset\taming_transformer\tt-cc_spectrum\273\img009737.jpg,dataset\latent_diffusion\latentdiff_spectrum\104\img000073.jpg,dataset\coco\coco\coco2017\train_spectrum\img121751.jpg
dataset\taming_transformer\tt-cc_spectrum\94\img046708.jpg,dataset\big_gan\big\biggan-spectrum\526\img004753.jpg,dataset\coco\coco\coco2017\train_spectrum\img052356.jpg
dataset\latent_diffusion\latentdiff_spectrum\213\img001288.jpg,dataset\latent_diffusion\latentdiff_spectrum\311\img002374.jpg,dataset\coco\coco\coco2017\train_spectrum\img064637.jpg
dataset\latent_diffusion\latentdiff_spectrum\827\img008092.jpg,dataset\latent_diffusion\latentdiff_spectrum\7\img006678.jpg,dataset\coco\coco\coco2017\train_spectrum\img143984.jpg
dataset\taming_transformer\tt-cc_spectrum\124\img001490.jpg,dataset\latent_diffusion\latentdiff_spectrum\6\img005561.jpg,dataset\coco\coco\coco2017\train_spectrum\img087624.jpg
dataset\taming_transformer\tt-cc_spectrum\638\img029951.jpg,dataset\latent_diffusion\latentdiff_spectrum\980\img009794.jpg,dataset\coco\coco\coco2017\train_spectrum\img053819.jpg
dataset\taming_transformer\tt-cc_spectrum\645\img030370.jpg,dataset\big_gan\big\biggan-spectrum\847\img008316.jpg,dataset\coco\coco\coco2017\train_spectrum\img092827.jpg
dataset\taming_transformer\tt-cc_spectrum\760\img036795.jpg,dataset\latent_diffusion\latentdiff_spectrum\328\img002559.jpg,dataset\coco\coco\coco2017\train_spectrum\img115372.jpg
dataset\big_gan\big\biggan-spectrum\309\img002341.jpg,dataset\big_gan\big\biggan-spectrum\583\img005384.jpg,dataset\coco\coco\coco2017\train_spectrum\img060294.jpg
dataset\taming_transformer\tt-cc_spectrum\295\img010913.jpg,dataset\big_gan\big\biggan-spectrum\751\img007250.jpg,dataset\coco\coco\coco2017\train_spectrum\img085299.jpg
dataset\big_gan\big\biggan-spectrum\409\img003456.jpg,dataset\big_gan\big\biggan-spectrum\715\img006854.jpg,dataset\coco\coco\coco2017\train_spectrum\img117258.jpg
dataset\big_gan\big\biggan-spectrum\948\img009431.jpg,dataset\latent_diffusion\latentdiff_spectrum\759\img007339.jpg,dataset\coco\coco\coco2017\train_spectrum\img087167.jpg
dataset\big_gan\big\biggan-spectrum\572\img005269.jpg,dataset\latent_diffusion\latentdiff_spectrum\987\img009860.jpg,dataset\coco\coco\coco2017\train_spectrum\img072431.jpg
dataset\latent_diffusion\latentdiff_spectrum\199\img001119.jpg,dataset\latent_diffusion\latentdiff_spectrum\944\img009392.jpg,dataset\coco\coco\coco2017\train_spectrum\img144919.jpg
dataset\big_gan\big\biggan-spectrum\377\img003093.jpg,dataset\taming_transformer\tt-cc_spectrum\539\img024497.jpg,dataset\coco\coco\coco2017\train_spectrum\img051398.jpg
dataset\taming_transformer\tt-cc_spectrum\902\img044656.jpg,dataset\big_gan\big\biggan-spectrum\483\img004277.jpg,dataset\coco\coco\coco2017\train_spectrum\img101833.jpg
dataset\big_gan\big\biggan-spectrum\20\img001137.jpg,dataset\latent_diffusion\latentdiff_spectrum\752\img007262.jpg,dataset\coco\coco\coco2017\train_spectrum\img135408.jpg
dataset\big_gan\big\biggan-spectrum\155\img000637.jpg,dataset\taming_transformer\tt-cc_spectrum\379\img015556.jpg,dataset\coco\coco\coco2017\train_spectrum\img124292.jpg
dataset\big_gan\big\biggan-spectrum\384\img003178.jpg,dataset\latent_diffusion\latentdiff_spectrum\815\img007961.jpg,dataset\coco\coco\coco2017\train_spectrum\img111838.jpg
dataset\big_gan\big\biggan-spectrum\458\img003993.jpg,dataset\latent_diffusion\latentdiff_spectrum\431\img003709.jpg,dataset\coco\coco\coco2017\train_spectrum\img051209.jpg
dataset\latent_diffusion\latentdiff_spectrum\163\img000726.jpg,dataset\big_gan\big\biggan-spectrum\812\img007935.jpg,dataset\coco\coco\coco2017\train_spectrum\img115894.jpg
dataset\latent_diffusion\latentdiff_spectrum\935\img009298.jpg,dataset\taming_transformer\tt-cc_spectrum\417\img017709.jpg,dataset\coco\coco\coco2017\train_spectrum\img118537.jpg
dataset\taming_transformer\tt-cc_spectrum\170\img004022.jpg,dataset\taming_transformer\tt-cc_spectrum\492\img021879.jpg,dataset\coco\coco\coco2017\train_spectrum\img062981.jpg
dataset\taming_transformer\tt-cc_spectrum\297\img011041.jpg,dataset\latent_diffusion\latentdiff_spectrum\904\img008951.jpg,dataset\coco\coco\coco2017\train_spectrum\img101121.jpg
dataset\big_gan\big\biggan-spectrum\64\img006011.jpg,dataset\latent_diffusion\latentdiff_spectrum\773\img007491.jpg,dataset\coco\coco\coco2017\train_spectrum\img144245.jpg
dataset\taming_transformer\tt-cc_spectrum\129\img001741.jpg,dataset\taming_transformer\tt-cc_spectrum\469\img020581.jpg,dataset\coco\coco\coco2017\train_spectrum\img120982.jpg
dataset\big_gan\big\biggan-spectrum\719\img006892.jpg,dataset\taming_transformer\tt-cc_spectrum\782\img037979.jpg,dataset\coco\coco\coco2017\train_spectrum\img155626.jpg
dataset\big_gan\big\biggan-spectrum\424\img003624.jpg,dataset\taming_transformer\tt-cc_spectrum\473\img020838.jpg,dataset\coco\coco\coco2017\train_spectrum\img053058.jpg
dataset\big_gan\big\biggan-spectrum\255\img001748.jpg,dataset\taming_transformer\tt-cc_spectrum\9\img044462.jpg,dataset\coco\coco\coco2017\train_spectrum\img104763.jpg
dataset\taming_transformer\tt-cc_spectrum\457\img019918.jpg,dataset\latent_diffusion\latentdiff_spectrum\330\img002584.jpg,dataset\coco\coco\coco2017\train_spectrum\img042184.jpg
dataset\big_gan\big\biggan-spectrum\283\img002050.jpg,dataset\latent_diffusion\latentdiff_spectrum\341\img002702.jpg,dataset\coco\coco\coco2017\train_spectrum\img130836.jpg
dataset\taming_transformer\tt-cc_spectrum\958\img047743.jpg,dataset\taming_transformer\tt-cc_spectrum\437\img018827.jpg,dataset\coco\coco\coco2017\train_spectrum\img041837.jpg
dataset\latent_diffusion\latentdiff_spectrum\315\img002410.jpg,dataset\taming_transformer\tt-cc_spectrum\14\img002333.jpg,dataset\coco\coco\coco2017\train_spectrum\img093962.jpg
dataset\big_gan\big\biggan-spectrum\747\img007209.jpg,dataset\latent_diffusion\latentdiff_spectrum\258\img001772.jpg,dataset\coco\coco\coco2017\train_spectrum\img079557.jpg
dataset\latent_diffusion\latentdiff_spectrum\834\img008170.jpg,dataset\latent_diffusion\latentdiff_spectrum\9\img008897.jpg,dataset\coco\coco\coco2017\train_spectrum\img156404.jpg
dataset\big_gan\big\biggan-spectrum\624\img005846.jpg,dataset\taming_transformer\tt-cc_spectrum\339\img013379.jpg,dataset\coco\coco\coco2017\train_spectrum\img049739.jpg
dataset\taming_transformer\tt-cc_spectrum\586\img027088.jpg,dataset\taming_transformer\tt-cc_spectrum\753\img036355.jpg,dataset\coco\coco\coco2017\train_spectrum\img107231.jpg
dataset\big_gan\big\biggan-spectrum\938\img009328.jpg,dataset\latent_diffusion\latentdiff_spectrum\890\img008795.jpg,dataset\coco\coco\coco2017\train_spectrum\img081938.jpg
dataset\taming_transformer\tt-cc_spectrum\496\img022062.jpg,dataset\taming_transformer\tt-cc_spectrum\967\img048218.jpg,dataset\coco\coco\coco2017\train_spectrum\img046078.jpg
dataset\taming_transformer\tt-cc_spectrum\313\img011955.jpg,dataset\taming_transformer\tt-cc_spectrum\530\img024000.jpg,dataset\coco\coco\coco2017\train_spectrum\img092682.jpg
dataset\latent_diffusion\latentdiff_spectrum\324\img002519.jpg,dataset\big_gan\big\biggan-spectrum\82\img008015.jpg,dataset\coco\coco\coco2017\train_spectrum\img087564.jpg
dataset\big_gan\big\biggan-spectrum\423\img003614.jpg,dataset\taming_transformer\tt-cc_spectrum\529\img023940.jpg,dataset\coco\coco\coco2017\train_spectrum\img104597.jpg
dataset\latent_diffusion\latentdiff_spectrum\651\img006142.jpg,dataset\latent_diffusion\latentdiff_spectrum\169\img000780.jpg,dataset\coco\coco\coco2017\train_spectrum\img155724.jpg
dataset\taming_transformer\tt-cc_spectrum\316\img012145.jpg,dataset\big_gan\big\biggan-spectrum\66\img006233.jpg,dataset\coco\coco\coco2017\train_spectrum\img059189.jpg
dataset\taming_transformer\tt-cc_spectrum\528\img023899.jpg,dataset\latent_diffusion\latentdiff_spectrum\169\img000780.jpg,dataset\coco\coco\coco2017\train_spectrum\img128066.jpg
dataset\taming_transformer\tt-cc_spectrum\612\img028597.jpg,dataset\taming_transformer\tt-cc_spectrum\838\img041095.jpg,dataset\coco\coco\coco2017\train_spectrum\img055012.jpg
dataset\latent_diffusion\latentdiff_spectrum\428\img003665.jpg,dataset\big_gan\big\biggan-spectrum\137\img000437.jpg,dataset\coco\coco\coco2017\train_spectrum\img148341.jpg
dataset\latent_diffusion\latentdiff_spectrum\819\img008000.jpg,dataset\big_gan\big\biggan-spectrum\842\img008261.jpg,dataset\coco\coco\coco2017\train_spectrum\img133629.jpg
dataset\taming_transformer\tt-cc_spectrum\721\img034622.jpg,dataset\big_gan\big\biggan-spectrum\863\img008492.jpg,dataset\coco\coco\coco2017\train_spectrum\img069609.jpg
dataset\taming_transformer\tt-cc_spectrum\730\img035105.jpg,dataset\taming_transformer\tt-cc_spectrum\830\img040687.jpg,dataset\coco\coco\coco2017\train_spectrum\img131910.jpg
dataset\taming_transformer\tt-cc_spectrum\53\img023988.jpg,dataset\big_gan\big\biggan-spectrum\769\img007442.jpg,dataset\coco\coco\coco2017\train_spectrum\img058346.jpg
dataset\big_gan\big\biggan-spectrum\210\img001251.jpg,dataset\big_gan\big\biggan-spectrum\422\img003601.jpg,dataset\coco\coco\coco2017\train_spectrum\img065120.jpg
dataset\big_gan\big\biggan-spectrum\999\img009990.jpg,dataset\big_gan\big\biggan-spectrum\615\img005748.jpg,dataset\coco\coco\coco2017\train_spectrum\img053161.jpg
dataset\big_gan\big\biggan-spectrum\827\img008097.jpg,dataset\taming_transformer\tt-cc_spectrum\167\img003837.jpg,dataset\coco\coco\coco2017\train_spectrum\img096115.jpg
dataset\big_gan\big\biggan-spectrum\589\img005449.jpg,dataset\latent_diffusion\latentdiff_spectrum\394\img003285.jpg,dataset\coco\coco\coco2017\train_spectrum\img136061.jpg
dataset\big_gan\big\biggan-spectrum\134\img000402.jpg,dataset\big_gan\big\biggan-spectrum\590\img005461.jpg,dataset\coco\coco\coco2017\train_spectrum\img066569.jpg
dataset\latent_diffusion\latentdiff_spectrum\382\img003151.jpg,dataset\taming_transformer\tt-cc_spectrum\25\img008449.jpg,dataset\coco\coco\coco2017\train_spectrum\img095649.jpg
dataset\latent_diffusion\latentdiff_spectrum\196\img001083.jpg,dataset\taming_transformer\tt-cc_spectrum\921\img045730.jpg,dataset\coco\coco\coco2017\train_spectrum\img135885.jpg
dataset\big_gan\big\biggan-spectrum\167\img000762.jpg,dataset\latent_diffusion\latentdiff_spectrum\386\img003192.jpg,dataset\coco\coco\coco2017\train_spectrum\img076888.jpg
dataset\latent_diffusion\latentdiff_spectrum\19\img001018.jpg,dataset\latent_diffusion\latentdiff_spectrum\833\img008164.jpg,dataset\coco\coco\coco2017\train_spectrum\img100976.jpg
dataset\latent_diffusion\latentdiff_spectrum\47\img004120.jpg,dataset\latent_diffusion\latentdiff_spectrum\925\img009182.jpg,dataset\coco\coco\coco2017\train_spectrum\img061942.jpg
dataset\latent_diffusion\latentdiff_spectrum\866\img008520.jpg,dataset\latent_diffusion\latentdiff_spectrum\291\img002143.jpg,dataset\coco\coco\coco2017\train_spectrum\img133152.jpg
dataset\taming_transformer\tt-cc_spectrum\293\img010848.jpg,dataset\big_gan\big\biggan-spectrum\189\img001005.jpg,dataset\coco\coco\coco2017\train_spectrum\img136377.jpg
dataset\taming_transformer\tt-cc_spectrum\985\img049213.jpg,dataset\taming_transformer\tt-cc_spectrum\956\img047632.jpg,dataset\coco\coco\coco2017\train_spectrum\img119405.jpg
dataset\taming_transformer\tt-cc_spectrum\227\img007182.jpg,dataset\taming_transformer\tt-cc_spectrum\292\img010762.jpg,dataset\coco\coco\coco2017\train_spectrum\img147090.jpg
dataset\big_gan\big\biggan-spectrum\454\img003950.jpg,dataset\big_gan\big\biggan-spectrum\43\img003688.jpg,dataset\coco\coco\coco2017\train_spectrum\img053673.jpg
dataset\big_gan\big\biggan-spectrum\124\img000290.jpg,dataset\taming_transformer\tt-cc_spectrum\934\img046420.jpg,dataset\coco\coco\coco2017\train_spectrum\img068297.jpg
dataset\taming_transformer\tt-cc_spectrum\935\img046454.jpg,dataset\big_gan\big\biggan-spectrum\519\img004679.jpg,dataset\coco\coco\coco2017\train_spectrum\img152645.jpg
dataset\big_gan\big\biggan-spectrum\958\img009549.jpg,dataset\latent_diffusion\latentdiff_spectrum\999\img009996.jpg,dataset\coco\coco\coco2017\train_spectrum\img066513.jpg
dataset\latent_diffusion\latentdiff_spectrum\703\img006727.jpg,dataset\big_gan\big\biggan-spectrum\445\img003854.jpg,dataset\coco\coco\coco2017\train_spectrum\img080768.jpg
dataset\latent_diffusion\latentdiff_spectrum\694\img006615.jpg,dataset\big_gan\big\biggan-spectrum\501\img004482.jpg,dataset\coco\coco\coco2017\train_spectrum\img048779.jpg
dataset\latent_diffusion\latentdiff_spectrum\66\img006238.jpg,dataset\big_gan\big\biggan-spectrum\200\img001148.jpg,dataset\coco\coco\coco2017\train_spectrum\img046529.jpg
