Anchor,Positive,Negative
dataset\coco\coco\coco2017\train_spectrum\img062338.jpg,dataset\coco\coco\coco2017\train_spectrum\img092376.jpg,dataset\latent_diffusion\latentdiff_spectrum\83\img008121.jpg
dataset\coco\coco\coco2017\train_spectrum\img108624.jpg,dataset\coco\coco\coco2017\train_spectrum\img110755.jpg,dataset\latent_diffusion\latentdiff_spectrum\618\img005772.jpg
dataset\coco\coco\coco2017\train_spectrum\img052554.jpg,dataset\coco\coco\coco2017\train_spectrum\img046874.jpg,dataset\taming_transformer\tt-cc_spectrum\4\img016734.jpg
dataset\coco\coco\coco2017\train_spectrum\img111784.jpg,dataset\coco\coco\coco2017\train_spectrum\img050610.jpg,dataset\big_gan\big\biggan-spectrum\751\img007252.jpg
dataset\coco\coco\coco2017\train_spectrum\img082795.jpg,dataset\coco\coco\coco2017\train_spectrum\img053999.jpg,dataset\taming_transformer\tt-cc_spectrum\282\img010231.jpg
dataset\coco\coco\coco2017\train_spectrum\img157919.jpg,dataset\coco\coco\coco2017\train_spectrum\img051398.jpg,dataset\taming_transformer\tt-cc_spectrum\735\img035369.jpg
dataset\coco\coco\coco2017\train_spectrum\img109848.jpg,dataset\coco\coco\coco2017\train_spectrum\img053545.jpg,dataset\taming_transformer\tt-cc_spectrum\742\img035793.jpg
dataset\coco\coco\coco2017\train_spectrum\img085641.jpg,dataset\coco\coco\coco2017\train_spectrum\img052812.jpg,dataset\taming_transformer\tt-cc_spectrum\733\img035288.jpg
dataset\coco\coco\coco2017\train_spectrum\img117853.jpg,dataset\coco\coco\coco2017\train_spectrum\img113746.jpg,dataset\big_gan\big\biggan-spectrum\754\img007287.jpg
dataset\coco\coco\coco2017\train_spectrum\img107313.jpg,dataset\coco\coco\coco2017\train_spectrum\img153597.jpg,dataset\taming_transformer\tt-cc_spectrum\922\img045779.jpg
dataset\coco\coco\coco2017\train_spectrum\img064490.jpg,dataset\coco\coco\coco2017\train_spectrum\img106105.jpg,dataset\latent_diffusion\latentdiff_spectrum\268\img001884.jpg
dataset\coco\coco\coco2017\train_spectrum\img131697.jpg,dataset\coco\coco\coco2017\train_spectrum\img138135.jpg,dataset\latent_diffusion\latentdiff_spectrum\12\img000244.jpg
dataset\coco\coco\coco2017\train_spectrum\img100953.jpg,dataset\coco\coco\coco2017\train_spectrum\img105802.jpg,dataset\big_gan\big\biggan-spectrum\619\img005787.jpg
dataset\coco\coco\coco2017\train_spectrum\img106785.jpg,dataset\coco\coco\coco2017\train_spectrum\img135658.jpg,dataset\taming_transformer\tt-cc_spectrum\785\img038147.jpg
dataset\coco\coco\coco2017\train_spectrum\img070874.jpg,dataset\coco\coco\coco2017\train_spectrum\img147722.jpg,dataset\big_gan\big\biggan-spectrum\908\img008998.jpg
dataset\coco\coco\coco2017\train_spectrum\img117041.jpg,dataset\coco\coco\coco2017\train_spectrum\img074224.jpg,dataset\big_gan\big\biggan-spectrum\289\img002115.jpg
dataset\coco\coco\coco2017\train_spectrum\img104917.jpg,dataset\coco\coco\coco2017\train_spectrum\img153207.jpg,dataset\big_gan\big\biggan-spectrum\949\img009448.jpg
dataset\coco\coco\coco2017\train_spectrum\img068089.jpg,dataset\coco\coco\coco2017\train_spectrum\img128170.jpg,dataset\taming_transformer\tt-cc_spectrum\460\img020126.jpg
dataset\coco\coco\coco2017\train_spectrum\img071572.jpg,dataset\coco\coco\coco2017\train_spectrum\img065134.jpg,dataset\big_gan\big\biggan-spectrum\501\img004483.jpg
dataset\coco\coco\coco2017\train_spectrum\img113590.jpg,dataset\coco\coco\coco2017\train_spectrum\img068189.jpg,dataset\big_gan\big\biggan-spectrum\765\img007409.jpg
dataset\coco\coco\coco2017\train_spectrum\img096940.jpg,dataset\coco\coco\coco2017\train_spectrum\img109571.jpg,dataset\big_gan\big\biggan-spectrum\207\img001213.jpg
dataset\coco\coco\coco2017\train_spectrum\img061751.jpg,dataset\coco\coco\coco2017\train_spectrum\img126630.jpg,dataset\latent_diffusion\latentdiff_spectrum\325\img002526.jpg
dataset\coco\coco\coco2017\train_spectrum\img107205.jpg,dataset\coco\coco\coco2017\train_spectrum\img142885.jpg,dataset\big_gan\big\biggan-spectrum\604\img005629.jpg
dataset\coco\coco\coco2017\train_spectrum\img052537.jpg,dataset\coco\coco\coco2017\train_spectrum\img097913.jpg,dataset\latent_diffusion\latentdiff_spectrum\896\img008851.jpg
dataset\coco\coco\coco2017\train_spectrum\img093853.jpg,dataset\coco\coco\coco2017\train_spectrum\img042090.jpg,dataset\latent_diffusion\latentdiff_spectrum\175\img000856.jpg
dataset\coco\coco\coco2017\train_spectrum\img059336.jpg,dataset\coco\coco\coco2017\train_spectrum\img158497.jpg,dataset\latent_diffusion\latentdiff_spectrum\689\img006559.jpg
dataset\coco\coco\coco2017\train_spectrum\img105091.jpg,dataset\coco\coco\coco2017\train_spectrum\img051447.jpg,dataset\taming_transformer\tt-cc_spectrum\430\img018474.jpg
dataset\coco\coco\coco2017\train_spectrum\img096718.jpg,dataset\coco\coco\coco2017\train_spectrum\img066100.jpg,dataset\big_gan\big\biggan-spectrum\70\img006683.jpg
dataset\coco\coco\coco2017\train_spectrum\img046080.jpg,dataset\coco\coco\coco2017\train_spectrum\img155666.jpg,dataset\big_gan\big\biggan-spectrum\829\img008117.jpg
dataset\coco\coco\coco2017\train_spectrum\img153927.jpg,dataset\coco\coco\coco2017\train_spectrum\img152448.jpg,dataset\taming_transformer\tt-cc_spectrum\79\img038373.jpg
dataset\coco\coco\coco2017\train_spectrum\img078872.jpg,dataset\coco\coco\coco2017\train_spectrum\img052225.jpg,dataset\big_gan\big\biggan-spectrum\731\img007032.jpg
dataset\coco\coco\coco2017\train_spectrum\img122018.jpg,dataset\coco\coco\coco2017\train_spectrum\img046656.jpg,dataset\big_gan\big\biggan-spectrum\436\img003751.jpg
dataset\coco\coco\coco2017\train_spectrum\img142547.jpg,dataset\coco\coco\coco2017\train_spectrum\img091579.jpg,dataset\taming_transformer\tt-cc_spectrum\506\img022684.jpg
dataset\coco\coco\coco2017\train_spectrum\img122901.jpg,dataset\coco\coco\coco2017\train_spectrum\img100695.jpg,dataset\latent_diffusion\latentdiff_spectrum\967\img009649.jpg
dataset\coco\coco\coco2017\train_spectrum\img120124.jpg,dataset\coco\coco\coco2017\train_spectrum\img130832.jpg,dataset\latent_diffusion\latentdiff_spectrum\621\img005816.jpg
dataset\coco\coco\coco2017\train_spectrum\img123178.jpg,dataset\coco\coco\coco2017\train_spectrum\img043579.jpg,dataset\taming_transformer\tt-cc_spectrum\213\img006427.jpg
dataset\coco\coco\coco2017\train_spectrum\img066892.jpg,dataset\coco\coco\coco2017\train_spectrum\img156972.jpg,dataset\big_gan\big\biggan-spectrum\321\img002489.jpg
dataset\coco\coco\coco2017\train_spectrum\img053146.jpg,dataset\coco\coco\coco2017\train_spectrum\img103458.jpg,dataset\taming_transformer\tt-cc_spectrum\452\img019656.jpg
dataset\coco\coco\coco2017\train_spectrum\img150428.jpg,dataset\coco\coco\coco2017\train_spectrum\img128464.jpg,dataset\latent_diffusion\latentdiff_spectrum\54\img004907.jpg
dataset\coco\coco\coco2017\train_spectrum\img077035.jpg,dataset\coco\coco\coco2017\train_spectrum\img112889.jpg,dataset\latent_diffusion\latentdiff_spectrum\850\img008352.jpg
dataset\coco\coco\coco2017\train_spectrum\img071958.jpg,dataset\coco\coco\coco2017\train_spectrum\img086043.jpg,dataset\big_gan\big\biggan-spectrum\654\img006179.jpg
dataset\coco\coco\coco2017\train_spectrum\img136158.jpg,dataset\coco\coco\coco2017\train_spectrum\img150291.jpg,dataset\big_gan\big\biggan-spectrum\642\img006044.jpg
dataset\coco\coco\coco2017\train_spectrum\img111320.jpg,dataset\coco\coco\coco2017\train_spectrum\img072079.jpg,dataset\taming_transformer\tt-cc_spectrum\854\img041985.jpg
dataset\coco\coco\coco2017\train_spectrum\img084694.jpg,dataset\coco\coco\coco2017\train_spectrum\img119511.jpg,dataset\big_gan\big\biggan-spectrum\729\img007008.jpg
dataset\coco\coco\coco2017\train_spectrum\img111939.jpg,dataset\coco\coco\coco2017\train_spectrum\img144384.jpg,dataset\latent_diffusion\latentdiff_spectrum\813\img007941.jpg
dataset\coco\coco\coco2017\train_spectrum\img046538.jpg,dataset\coco\coco\coco2017\train_spectrum\img051177.jpg,dataset\taming_transformer\tt-cc_spectrum\769\img037208.jpg
dataset\coco\coco\coco2017\train_spectrum\img123243.jpg,dataset\coco\coco\coco2017\train_spectrum\img131189.jpg,dataset\latent_diffusion\latentdiff_spectrum\638\img005993.jpg
dataset\coco\coco\coco2017\train_spectrum\img096120.jpg,dataset\coco\coco\coco2017\train_spectrum\img072252.jpg,dataset\big_gan\big\biggan-spectrum\571\img005253.jpg
dataset\coco\coco\coco2017\train_spectrum\img149652.jpg,dataset\coco\coco\coco2017\train_spectrum\img072952.jpg,dataset\taming_transformer\tt-cc_spectrum\711\img034086.jpg
dataset\coco\coco\coco2017\train_spectrum\img146573.jpg,dataset\coco\coco\coco2017\train_spectrum\img126844.jpg,dataset\latent_diffusion\latentdiff_spectrum\215\img001304.jpg
dataset\coco\coco\coco2017\train_spectrum\img145700.jpg,dataset\coco\coco\coco2017\train_spectrum\img125040.jpg,dataset\latent_diffusion\latentdiff_spectrum\292\img002158.jpg
dataset\coco\coco\coco2017\train_spectrum\img074316.jpg,dataset\coco\coco\coco2017\train_spectrum\img045857.jpg,dataset\latent_diffusion\latentdiff_spectrum\106\img000099.jpg
dataset\coco\coco\coco2017\train_spectrum\img046712.jpg,dataset\coco\coco\coco2017\train_spectrum\img154077.jpg,dataset\latent_diffusion\latentdiff_spectrum\798\img007767.jpg
dataset\coco\coco\coco2017\train_spectrum\img108259.jpg,dataset\coco\coco\coco2017\train_spectrum\img053876.jpg,dataset\taming_transformer\tt-cc_spectrum\851\img041822.jpg
dataset\coco\coco\coco2017\train_spectrum\img100957.jpg,dataset\coco\coco\coco2017\train_spectrum\img124513.jpg,dataset\taming_transformer\tt-cc_spectrum\238\img007763.jpg
dataset\coco\coco\coco2017\train_spectrum\img099465.jpg,dataset\coco\coco\coco2017\train_spectrum\img078881.jpg,dataset\taming_transformer\tt-cc_spectrum\812\img039680.jpg
dataset\coco\coco\coco2017\train_spectrum\img103267.jpg,dataset\coco\coco\coco2017\train_spectrum\img088279.jpg,dataset\taming_transformer\tt-cc_spectrum\958\img047708.jpg
dataset\coco\coco\coco2017\train_spectrum\img092140.jpg,dataset\coco\coco\coco2017\train_spectrum\img067046.jpg,dataset\big_gan\big\biggan-spectrum\721\img006923.jpg
dataset\coco\coco\coco2017\train_spectrum\img056857.jpg,dataset\coco\coco\coco2017\train_spectrum\img082902.jpg,dataset\big_gan\big\biggan-spectrum\434\img003738.jpg
dataset\coco\coco\coco2017\train_spectrum\img144894.jpg,dataset\coco\coco\coco2017\train_spectrum\img122017.jpg,dataset\big_gan\big\biggan-spectrum\664\img006288.jpg
dataset\coco\coco\coco2017\train_spectrum\img153782.jpg,dataset\coco\coco\coco2017\train_spectrum\img052072.jpg,dataset\latent_diffusion\latentdiff_spectrum\736\img007087.jpg
dataset\coco\coco\coco2017\train_spectrum\img058287.jpg,dataset\coco\coco\coco2017\train_spectrum\img085518.jpg,dataset\taming_transformer\tt-cc_spectrum\102\img000263.jpg
dataset\coco\coco\coco2017\train_spectrum\img069966.jpg,dataset\coco\coco\coco2017\train_spectrum\img114127.jpg,dataset\latent_diffusion\latentdiff_spectrum\383\img003161.jpg
dataset\coco\coco\coco2017\train_spectrum\img059996.jpg,dataset\coco\coco\coco2017\train_spectrum\img048605.jpg,dataset\latent_diffusion\latentdiff_spectrum\565\img005186.jpg
dataset\coco\coco\coco2017\train_spectrum\img071958.jpg,dataset\coco\coco\coco2017\train_spectrum\img154566.jpg,dataset\latent_diffusion\latentdiff_spectrum\372\img003047.jpg
dataset\coco\coco\coco2017\train_spectrum\img056078.jpg,dataset\coco\coco\coco2017\train_spectrum\img062419.jpg,dataset\big_gan\big\biggan-spectrum\889\img008775.jpg
dataset\coco\coco\coco2017\train_spectrum\img147933.jpg,dataset\coco\coco\coco2017\train_spectrum\img112458.jpg,dataset\big_gan\big\biggan-spectrum\417\img003545.jpg
dataset\coco\coco\coco2017\train_spectrum\img091870.jpg,dataset\coco\coco\coco2017\train_spectrum\img090980.jpg,dataset\big_gan\big\biggan-spectrum\183\img000945.jpg
dataset\coco\coco\coco2017\train_spectrum\img052853.jpg,dataset\coco\coco\coco2017\train_spectrum\img135786.jpg,dataset\latent_diffusion\latentdiff_spectrum\44\img003790.jpg
dataset\coco\coco\coco2017\train_spectrum\img064172.jpg,dataset\coco\coco\coco2017\train_spectrum\img090266.jpg,dataset\latent_diffusion\latentdiff_spectrum\21\img001243.jpg
dataset\coco\coco\coco2017\train_spectrum\img133721.jpg,dataset\coco\coco\coco2017\train_spectrum\img120499.jpg,dataset\taming_transformer\tt-cc_spectrum\545\img024849.jpg
dataset\coco\coco\coco2017\train_spectrum\img108693.jpg,dataset\coco\coco\coco2017\train_spectrum\img103837.jpg,dataset\taming_transformer\tt-cc_spectrum\847\img041551.jpg
dataset\coco\coco\coco2017\train_spectrum\img122416.jpg,dataset\coco\coco\coco2017\train_spectrum\img096700.jpg,dataset\taming_transformer\tt-cc_spectrum\745\img035924.jpg
dataset\coco\coco\coco2017\train_spectrum\img059200.jpg,dataset\coco\coco\coco2017\train_spectrum\img101592.jpg,dataset\taming_transformer\tt-cc_spectrum\334\img013147.jpg
dataset\coco\coco\coco2017\train_spectrum\img143160.jpg,dataset\coco\coco\coco2017\train_spectrum\img052020.jpg,dataset\big_gan\big\biggan-spectrum\964\img009618.jpg
dataset\coco\coco\coco2017\train_spectrum\img073293.jpg,dataset\coco\coco\coco2017\train_spectrum\img116047.jpg,dataset\big_gan\big\biggan-spectrum\976\img009740.jpg
dataset\coco\coco\coco2017\train_spectrum\img071870.jpg,dataset\coco\coco\coco2017\train_spectrum\img060388.jpg,dataset\big_gan\big\biggan-spectrum\509\img004563.jpg
dataset\coco\coco\coco2017\train_spectrum\img114220.jpg,dataset\coco\coco\coco2017\train_spectrum\img105802.jpg,dataset\taming_transformer\tt-cc_spectrum\452\img019659.jpg
dataset\coco\coco\coco2017\train_spectrum\img126989.jpg,dataset\coco\coco\coco2017\train_spectrum\img134522.jpg,dataset\latent_diffusion\latentdiff_spectrum\605\img005633.jpg
dataset\coco\coco\coco2017\train_spectrum\img054950.jpg,dataset\coco\coco\coco2017\train_spectrum\img126445.jpg,dataset\taming_transformer\tt-cc_spectrum\763\img036928.jpg
dataset\coco\coco\coco2017\train_spectrum\img149265.jpg,dataset\coco\coco\coco2017\train_spectrum\img071378.jpg,dataset\taming_transformer\tt-cc_spectrum\747\img036012.jpg
dataset\coco\coco\coco2017\train_spectrum\img100055.jpg,dataset\coco\coco\coco2017\train_spectrum\img091245.jpg,dataset\latent_diffusion\latentdiff_spectrum\267\img001875.jpg
dataset\coco\coco\coco2017\train_spectrum\img104972.jpg,dataset\coco\coco\coco2017\train_spectrum\img059502.jpg,dataset\latent_diffusion\latentdiff_spectrum\433\img003728.jpg
dataset\coco\coco\coco2017\train_spectrum\img109712.jpg,dataset\coco\coco\coco2017\train_spectrum\img138229.jpg,dataset\taming_transformer\tt-cc_spectrum\144\img002581.jpg
dataset\coco\coco\coco2017\train_spectrum\img108351.jpg,dataset\coco\coco\coco2017\train_spectrum\img087361.jpg,dataset\taming_transformer\tt-cc_spectrum\59\img027284.jpg
dataset\coco\coco\coco2017\train_spectrum\img115450.jpg,dataset\coco\coco\coco2017\train_spectrum\img081984.jpg,dataset\taming_transformer\tt-cc_spectrum\976\img048743.jpg
dataset\coco\coco\coco2017\train_spectrum\img049362.jpg,dataset\coco\coco\coco2017\train_spectrum\img147919.jpg,dataset\taming_transformer\tt-cc_spectrum\313\img011991.jpg
dataset\coco\coco\coco2017\train_spectrum\img077961.jpg,dataset\coco\coco\coco2017\train_spectrum\img119293.jpg,dataset\latent_diffusion\latentdiff_spectrum\860\img008464.jpg
dataset\coco\coco\coco2017\train_spectrum\img098396.jpg,dataset\coco\coco\coco2017\train_spectrum\img070768.jpg,dataset\taming_transformer\tt-cc_spectrum\225\img007099.jpg
dataset\coco\coco\coco2017\train_spectrum\img107035.jpg,dataset\coco\coco\coco2017\train_spectrum\img063076.jpg,dataset\latent_diffusion\latentdiff_spectrum\550\img005026.jpg
dataset\coco\coco\coco2017\train_spectrum\img063371.jpg,dataset\coco\coco\coco2017\train_spectrum\img086460.jpg,dataset\big_gan\big\biggan-spectrum\496\img004419.jpg
dataset\coco\coco\coco2017\train_spectrum\img094887.jpg,dataset\coco\coco\coco2017\train_spectrum\img091587.jpg,dataset\latent_diffusion\latentdiff_spectrum\100\img000034.jpg
dataset\coco\coco\coco2017\train_spectrum\img113538.jpg,dataset\coco\coco\coco2017\train_spectrum\img108741.jpg,dataset\taming_transformer\tt-cc_spectrum\437\img018837.jpg
dataset\coco\coco\coco2017\train_spectrum\img100890.jpg,dataset\coco\coco\coco2017\train_spectrum\img064271.jpg,dataset\taming_transformer\tt-cc_spectrum\513\img023081.jpg
dataset\coco\coco\coco2017\train_spectrum\img073215.jpg,dataset\coco\coco\coco2017\train_spectrum\img113534.jpg,dataset\taming_transformer\tt-cc_spectrum\186\img004899.jpg
dataset\coco\coco\coco2017\train_spectrum\img079748.jpg,dataset\coco\coco\coco2017\train_spectrum\img140491.jpg,dataset\latent_diffusion\latentdiff_spectrum\347\img002762.jpg
dataset\coco\coco\coco2017\train_spectrum\img157618.jpg,dataset\coco\coco\coco2017\train_spectrum\img126699.jpg,dataset\taming_transformer\tt-cc_spectrum\283\img010266.jpg
dataset\coco\coco\coco2017\train_spectrum\img110916.jpg,dataset\coco\coco\coco2017\train_spectrum\img106737.jpg,dataset\latent_diffusion\latentdiff_spectrum\184\img000956.jpg
dataset\coco\coco\coco2017\train_spectrum\img156299.jpg,dataset\coco\coco\coco2017\train_spectrum\img105056.jpg,dataset\big_gan\big\biggan-spectrum\94\img009344.jpg
dataset\coco\coco\coco2017\train_spectrum\img062661.jpg,dataset\coco\coco\coco2017\train_spectrum\img154882.jpg,dataset\taming_transformer\tt-cc_spectrum\768\img037178.jpg
dataset\coco\coco\coco2017\train_spectrum\img069826.jpg,dataset\coco\coco\coco2017\train_spectrum\img107060.jpg,dataset\taming_transformer\tt-cc_spectrum\157\img003255.jpg
dataset\coco\coco\coco2017\train_spectrum\img094959.jpg,dataset\coco\coco\coco2017\train_spectrum\img054073.jpg,dataset\latent_diffusion\latentdiff_spectrum\776\img007521.jpg
dataset\coco\coco\coco2017\train_spectrum\img114086.jpg,dataset\coco\coco\coco2017\train_spectrum\img081937.jpg,dataset\taming_transformer\tt-cc_spectrum\459\img020025.jpg
dataset\coco\coco\coco2017\train_spectrum\img058847.jpg,dataset\coco\coco\coco2017\train_spectrum\img097390.jpg,dataset\big_gan\big\biggan-spectrum\412\img003495.jpg
dataset\coco\coco\coco2017\train_spectrum\img144211.jpg,dataset\coco\coco\coco2017\train_spectrum\img047733.jpg,dataset\taming_transformer\tt-cc_spectrum\244\img008102.jpg
dataset\coco\coco\coco2017\train_spectrum\img059330.jpg,dataset\coco\coco\coco2017\train_spectrum\img044374.jpg,dataset\taming_transformer\tt-cc_spectrum\806\img039348.jpg
dataset\coco\coco\coco2017\train_spectrum\img142307.jpg,dataset\coco\coco\coco2017\train_spectrum\img060876.jpg,dataset\taming_transformer\tt-cc_spectrum\402\img016938.jpg
dataset\coco\coco\coco2017\train_spectrum\img047712.jpg,dataset\coco\coco\coco2017\train_spectrum\img120009.jpg,dataset\big_gan\big\biggan-spectrum\926\img009192.jpg
dataset\coco\coco\coco2017\train_spectrum\img129025.jpg,dataset\coco\coco\coco2017\train_spectrum\img095908.jpg,dataset\big_gan\big\biggan-spectrum\209\img001239.jpg
dataset\coco\coco\coco2017\train_spectrum\img151145.jpg,dataset\coco\coco\coco2017\train_spectrum\img056078.jpg,dataset\taming_transformer\tt-cc_spectrum\702\img033591.jpg
dataset\coco\coco\coco2017\train_spectrum\img118358.jpg,dataset\coco\coco\coco2017\train_spectrum\img080460.jpg,dataset\taming_transformer\tt-cc_spectrum\341\img013545.jpg
dataset\coco\coco\coco2017\train_spectrum\img088683.jpg,dataset\coco\coco\coco2017\train_spectrum\img151970.jpg,dataset\big_gan\big\biggan-spectrum\303\img002282.jpg
dataset\coco\coco\coco2017\train_spectrum\img110596.jpg,dataset\coco\coco\coco2017\train_spectrum\img056150.jpg,dataset\big_gan\big\biggan-spectrum\183\img000947.jpg
dataset\coco\coco\coco2017\train_spectrum\img083861.jpg,dataset\coco\coco\coco2017\train_spectrum\img054228.jpg,dataset\taming_transformer\tt-cc_spectrum\512\img023006.jpg
dataset\coco\coco\coco2017\train_spectrum\img066311.jpg,dataset\coco\coco\coco2017\train_spectrum\img151549.jpg,dataset\big_gan\big\biggan-spectrum\126\img000312.jpg
dataset\coco\coco\coco2017\train_spectrum\img119406.jpg,dataset\coco\coco\coco2017\train_spectrum\img141097.jpg,dataset\taming_transformer\tt-cc_spectrum\999\img049964.jpg
dataset\coco\coco\coco2017\train_spectrum\img058779.jpg,dataset\coco\coco\coco2017\train_spectrum\img077232.jpg,dataset\big_gan\big\biggan-spectrum\389\img003225.jpg
dataset\coco\coco\coco2017\train_spectrum\img092532.jpg,dataset\coco\coco\coco2017\train_spectrum\img081070.jpg,dataset\latent_diffusion\latentdiff_spectrum\457\img003988.jpg
dataset\coco\coco\coco2017\train_spectrum\img080376.jpg,dataset\coco\coco\coco2017\train_spectrum\img064454.jpg,dataset\taming_transformer\tt-cc_spectrum\653\img030817.jpg
dataset\coco\coco\coco2017\train_spectrum\img046501.jpg,dataset\coco\coco\coco2017\train_spectrum\img150064.jpg,dataset\big_gan\big\biggan-spectrum\486\img004303.jpg
dataset\coco\coco\coco2017\train_spectrum\img042847.jpg,dataset\coco\coco\coco2017\train_spectrum\img056857.jpg,dataset\big_gan\big\biggan-spectrum\48\img004231.jpg
dataset\coco\coco\coco2017\train_spectrum\img148512.jpg,dataset\coco\coco\coco2017\train_spectrum\img095189.jpg,dataset\big_gan\big\biggan-spectrum\608\img005667.jpg
dataset\coco\coco\coco2017\train_spectrum\img056407.jpg,dataset\coco\coco\coco2017\train_spectrum\img131206.jpg,dataset\latent_diffusion\latentdiff_spectrum\583\img005386.jpg
dataset\coco\coco\coco2017\train_spectrum\img136878.jpg,dataset\coco\coco\coco2017\train_spectrum\img154199.jpg,dataset\latent_diffusion\latentdiff_spectrum\102\img000059.jpg
dataset\coco\coco\coco2017\train_spectrum\img153347.jpg,dataset\coco\coco\coco2017\train_spectrum\img087876.jpg,dataset\big_gan\big\biggan-spectrum\808\img007882.jpg
dataset\coco\coco\coco2017\train_spectrum\img105602.jpg,dataset\coco\coco\coco2017\train_spectrum\img158641.jpg,dataset\taming_transformer\tt-cc_spectrum\742\img035793.jpg
dataset\coco\coco\coco2017\train_spectrum\img129167.jpg,dataset\coco\coco\coco2017\train_spectrum\img119117.jpg,dataset\big_gan\big\biggan-spectrum\739\img007118.jpg
dataset\coco\coco\coco2017\train_spectrum\img078186.jpg,dataset\coco\coco\coco2017\train_spectrum\img115531.jpg,dataset\big_gan\big\biggan-spectrum\646\img006084.jpg
dataset\coco\coco\coco2017\train_spectrum\img061838.jpg,dataset\coco\coco\coco2017\train_spectrum\img154892.jpg,dataset\big_gan\big\biggan-spectrum\662\img006260.jpg
dataset\coco\coco\coco2017\train_spectrum\img097021.jpg,dataset\coco\coco\coco2017\train_spectrum\img113538.jpg,dataset\big_gan\big\biggan-spectrum\600\img005586.jpg
dataset\coco\coco\coco2017\train_spectrum\img041244.jpg,dataset\coco\coco\coco2017\train_spectrum\img104647.jpg,dataset\taming_transformer\tt-cc_spectrum\473\img020807.jpg
dataset\coco\coco\coco2017\train_spectrum\img045775.jpg,dataset\coco\coco\coco2017\train_spectrum\img052120.jpg,dataset\latent_diffusion\latentdiff_spectrum\212\img001277.jpg
dataset\coco\coco\coco2017\train_spectrum\img107165.jpg,dataset\coco\coco\coco2017\train_spectrum\img057535.jpg,dataset\big_gan\big\biggan-spectrum\21\img001247.jpg
dataset\coco\coco\coco2017\train_spectrum\img105656.jpg,dataset\coco\coco\coco2017\train_spectrum\img054212.jpg,dataset\latent_diffusion\latentdiff_spectrum\952\img009484.jpg
dataset\coco\coco\coco2017\train_spectrum\img078120.jpg,dataset\coco\coco\coco2017\train_spectrum\img049079.jpg,dataset\taming_transformer\tt-cc_spectrum\247\img008251.jpg
dataset\coco\coco\coco2017\train_spectrum\img054345.jpg,dataset\coco\coco\coco2017\train_spectrum\img102861.jpg,dataset\latent_diffusion\latentdiff_spectrum\480\img004247.jpg
dataset\coco\coco\coco2017\train_spectrum\img052557.jpg,dataset\coco\coco\coco2017\train_spectrum\img105803.jpg,dataset\latent_diffusion\latentdiff_spectrum\696\img006630.jpg
dataset\coco\coco\coco2017\train_spectrum\img052200.jpg,dataset\coco\coco\coco2017\train_spectrum\img126495.jpg,dataset\big_gan\big\biggan-spectrum\414\img003512.jpg
dataset\coco\coco\coco2017\train_spectrum\img047529.jpg,dataset\coco\coco\coco2017\train_spectrum\img125054.jpg,dataset\latent_diffusion\latentdiff_spectrum\34\img002682.jpg
dataset\coco\coco\coco2017\train_spectrum\img131013.jpg,dataset\coco\coco\coco2017\train_spectrum\img140241.jpg,dataset\taming_transformer\tt-cc_spectrum\844\img041446.jpg
dataset\coco\coco\coco2017\train_spectrum\img080466.jpg,dataset\coco\coco\coco2017\train_spectrum\img058798.jpg,dataset\big_gan\big\biggan-spectrum\21\img001245.jpg
dataset\coco\coco\coco2017\train_spectrum\img102861.jpg,dataset\coco\coco\coco2017\train_spectrum\img149932.jpg,dataset\latent_diffusion\latentdiff_spectrum\93\img009235.jpg
dataset\coco\coco\coco2017\train_spectrum\img052486.jpg,dataset\coco\coco\coco2017\train_spectrum\img094398.jpg,dataset\taming_transformer\tt-cc_spectrum\220\img006849.jpg
dataset\coco\coco\coco2017\train_spectrum\img136439.jpg,dataset\coco\coco\coco2017\train_spectrum\img101874.jpg,dataset\big_gan\big\biggan-spectrum\231\img001485.jpg
dataset\coco\coco\coco2017\train_spectrum\img085689.jpg,dataset\coco\coco\coco2017\train_spectrum\img133271.jpg,dataset\big_gan\big\biggan-spectrum\151\img000597.jpg
dataset\coco\coco\coco2017\train_spectrum\img045084.jpg,dataset\coco\coco\coco2017\train_spectrum\img111425.jpg,dataset\latent_diffusion\latentdiff_spectrum\328\img002551.jpg
dataset\coco\coco\coco2017\train_spectrum\img060895.jpg,dataset\coco\coco\coco2017\train_spectrum\img071308.jpg,dataset\taming_transformer\tt-cc_spectrum\842\img041338.jpg
dataset\coco\coco\coco2017\train_spectrum\img096524.jpg,dataset\coco\coco\coco2017\train_spectrum\img074550.jpg,dataset\latent_diffusion\latentdiff_spectrum\407\img003438.jpg
dataset\coco\coco\coco2017\train_spectrum\img139989.jpg,dataset\coco\coco\coco2017\train_spectrum\img127405.jpg,dataset\taming_transformer\tt-cc_spectrum\85\img041702.jpg
dataset\coco\coco\coco2017\train_spectrum\img055587.jpg,dataset\coco\coco\coco2017\train_spectrum\img046678.jpg,dataset\taming_transformer\tt-cc_spectrum\169\img003945.jpg
dataset\coco\coco\coco2017\train_spectrum\img064371.jpg,dataset\coco\coco\coco2017\train_spectrum\img112511.jpg,dataset\taming_transformer\tt-cc_spectrum\30\img011248.jpg
dataset\coco\coco\coco2017\train_spectrum\img140042.jpg,dataset\coco\coco\coco2017\train_spectrum\img100788.jpg,dataset\taming_transformer\tt-cc_spectrum\432\img018586.jpg
