Anchor,Positive,Negative
dataset\coco\coco\coco2017\train_spectrum\img083842.jpg,dataset\coco\coco\coco2017\train_spectrum\img121223.jpg,dataset\big_gan\big\biggan-spectrum\269\img001895.jpg
dataset\coco\coco\coco2017\train_spectrum\img156071.jpg,dataset\coco\coco\coco2017\train_spectrum\img046885.jpg,dataset\big_gan\big\biggan-spectrum\636\img005972.jpg
dataset\coco\coco\coco2017\train_spectrum\img131983.jpg,dataset\coco\coco\coco2017\train_spectrum\img115098.jpg,dataset\big_gan\big\biggan-spectrum\173\img000832.jpg
dataset\coco\coco\coco2017\train_spectrum\img091697.jpg,dataset\coco\coco\coco2017\train_spectrum\img043142.jpg,dataset\big_gan\big\biggan-spectrum\143\img000504.jpg
dataset\coco\coco\coco2017\train_spectrum\img133185.jpg,dataset\coco\coco\coco2017\train_spectrum\img074146.jpg,dataset\big_gan\big\biggan-spectrum\16\img000683.jpg
dataset\big_gan\big\biggan-spectrum\744\img007177.jpg,dataset\big_gan\big\biggan-spectrum\872\img008596.jpg,dataset\coco\coco\coco2017\train_spectrum\img061465.jpg
dataset\big_gan\big\biggan-spectrum\386\img003194.jpg,dataset\big_gan\big\biggan-spectrum\950\img009466.jpg,dataset\coco\coco\coco2017\train_spectrum\img077360.jpg
dataset\coco\coco\coco2017\train_spectrum\img146637.jpg,dataset\coco\coco\coco2017\train_spectrum\img076203.jpg,dataset\big_gan\big\biggan-spectrum\284\img002062.jpg
dataset\big_gan\big\biggan-spectrum\605\img005634.jpg,dataset\big_gan\big\biggan-spectrum\963\img009603.jpg,dataset\coco\coco\coco2017\train_spectrum\img105867.jpg
dataset\big_gan\big\biggan-spectrum\541\img004926.jpg,dataset\big_gan\big\biggan-spectrum\76\img007349.jpg,dataset\coco\coco\coco2017\train_spectrum\img112353.jpg
dataset\coco\coco\coco2017\train_spectrum\img070618.jpg,dataset\coco\coco\coco2017\train_spectrum\img042718.jpg,dataset\big_gan\big\biggan-spectrum\548\img004997.jpg
dataset\coco\coco\coco2017\train_spectrum\img043077.jpg,dataset\coco\coco\coco2017\train_spectrum\img058543.jpg,dataset\big_gan\big\biggan-spectrum\25\img001680.jpg
dataset\big_gan\big\biggan-spectrum\117\img000217.jpg,dataset\big_gan\big\biggan-spectrum\778\img007544.jpg,dataset\coco\coco\coco2017\train_spectrum\img153175.jpg
dataset\coco\coco\coco2017\train_spectrum\img126819.jpg,dataset\coco\coco\coco2017\train_spectrum\img110770.jpg,dataset\big_gan\big\biggan-spectrum\196\img001087.jpg
dataset\big_gan\big\biggan-spectrum\973\img009714.jpg,dataset\big_gan\big\biggan-spectrum\109\img000129.jpg,dataset\coco\coco\coco2017\train_spectrum\img095020.jpg
dataset\big_gan\big\biggan-spectrum\78\img007562.jpg,dataset\big_gan\big\biggan-spectrum\512\img004604.jpg,dataset\coco\coco\coco2017\train_spectrum\img088209.jpg
dataset\coco\coco\coco2017\train_spectrum\img060652.jpg,dataset\coco\coco\coco2017\train_spectrum\img064571.jpg,dataset\big_gan\big\biggan-spectrum\723\img006943.jpg
dataset\coco\coco\coco2017\train_spectrum\img130530.jpg,dataset\coco\coco\coco2017\train_spectrum\img113697.jpg,dataset\big_gan\big\biggan-spectrum\899\img008882.jpg
dataset\coco\coco\coco2017\train_spectrum\img077045.jpg,dataset\coco\coco\coco2017\train_spectrum\img056447.jpg,dataset\big_gan\big\biggan-spectrum\716\img006864.jpg
dataset\coco\coco\coco2017\train_spectrum\img118324.jpg,dataset\coco\coco\coco2017\train_spectrum\img062541.jpg,dataset\big_gan\big\biggan-spectrum\338\img002669.jpg
dataset\coco\coco\coco2017\train_spectrum\img109789.jpg,dataset\coco\coco\coco2017\train_spectrum\img105105.jpg,dataset\big_gan\big\biggan-spectrum\851\img008363.jpg
dataset\big_gan\big\biggan-spectrum\977\img009752.jpg,dataset\big_gan\big\biggan-spectrum\790\img007685.jpg,dataset\coco\coco\coco2017\train_spectrum\img101273.jpg
dataset\coco\coco\coco2017\train_spectrum\img115315.jpg,dataset\coco\coco\coco2017\train_spectrum\img090824.jpg,dataset\big_gan\big\biggan-spectrum\671\img006368.jpg
dataset\coco\coco\coco2017\train_spectrum\img102744.jpg,dataset\coco\coco\coco2017\train_spectrum\img153873.jpg,dataset\big_gan\big\biggan-spectrum\223\img001399.jpg
dataset\coco\coco\coco2017\train_spectrum\img153086.jpg,dataset\coco\coco\coco2017\train_spectrum\img112396.jpg,dataset\big_gan\big\biggan-spectrum\292\img002154.jpg
dataset\big_gan\big\biggan-spectrum\511\img004591.jpg,dataset\big_gan\big\biggan-spectrum\877\img008647.jpg,dataset\coco\coco\coco2017\train_spectrum\img091244.jpg
dataset\coco\coco\coco2017\train_spectrum\img066036.jpg,dataset\coco\coco\coco2017\train_spectrum\img144538.jpg,dataset\big_gan\big\biggan-spectrum\433\img003725.jpg
dataset\big_gan\big\biggan-spectrum\748\img007217.jpg,dataset\big_gan\big\biggan-spectrum\629\img005896.jpg,dataset\coco\coco\coco2017\train_spectrum\img125568.jpg
dataset\coco\coco\coco2017\train_spectrum\img084480.jpg,dataset\coco\coco\coco2017\train_spectrum\img063022.jpg,dataset\big_gan\big\biggan-spectrum\968\img009652.jpg
dataset\big_gan\big\biggan-spectrum\451\img003926.jpg,dataset\big_gan\big\biggan-spectrum\63\img005901.jpg,dataset\coco\coco\coco2017\train_spectrum\img137222.jpg
dataset\big_gan\big\biggan-spectrum\100\img000034.jpg,dataset\big_gan\big\biggan-spectrum\5\img004453.jpg,dataset\coco\coco\coco2017\train_spectrum\img133064.jpg
dataset\big_gan\big\biggan-spectrum\175\img000856.jpg,dataset\big_gan\big\biggan-spectrum\381\img003148.jpg,dataset\coco\coco\coco2017\train_spectrum\img115303.jpg
dataset\coco\coco\coco2017\train_spectrum\img076022.jpg,dataset\coco\coco\coco2017\train_spectrum\img148529.jpg,dataset\big_gan\big\biggan-spectrum\86\img008453.jpg
dataset\coco\coco\coco2017\train_spectrum\img117384.jpg,dataset\coco\coco\coco2017\train_spectrum\img133318.jpg,dataset\big_gan\big\biggan-spectrum\303\img002288.jpg
dataset\big_gan\big\biggan-spectrum\552\img005043.jpg,dataset\big_gan\big\biggan-spectrum\980\img009793.jpg,dataset\coco\coco\coco2017\train_spectrum\img154429.jpg
dataset\coco\coco\coco2017\train_spectrum\img047676.jpg,dataset\coco\coco\coco2017\train_spectrum\img134924.jpg,dataset\big_gan\big\biggan-spectrum\323\img002500.jpg
dataset\big_gan\big\biggan-spectrum\957\img009535.jpg,dataset\big_gan\big\biggan-spectrum\615\img005748.jpg,dataset\coco\coco\coco2017\train_spectrum\img135595.jpg
dataset\coco\coco\coco2017\train_spectrum\img101285.jpg,dataset\coco\coco\coco2017\train_spectrum\img055081.jpg,dataset\big_gan\big\biggan-spectrum\900\img008914.jpg
dataset\coco\coco\coco2017\train_spectrum\img111033.jpg,dataset\coco\coco\coco2017\train_spectrum\img091244.jpg,dataset\big_gan\big\biggan-spectrum\307\img002323.jpg
dataset\coco\coco\coco2017\train_spectrum\img093470.jpg,dataset\coco\coco\coco2017\train_spectrum\img112680.jpg,dataset\big_gan\big\biggan-spectrum\209\img001231.jpg
dataset\big_gan\big\biggan-spectrum\986\img009855.jpg,dataset\big_gan\big\biggan-spectrum\926\img009195.jpg,dataset\coco\coco\coco2017\train_spectrum\img151566.jpg
dataset\big_gan\big\biggan-spectrum\847\img008313.jpg,dataset\big_gan\big\biggan-spectrum\806\img007860.jpg,dataset\coco\coco\coco2017\train_spectrum\img082131.jpg
dataset\coco\coco\coco2017\train_spectrum\img129180.jpg,dataset\coco\coco\coco2017\train_spectrum\img086998.jpg,dataset\big_gan\big\biggan-spectrum\427\img003659.jpg
dataset\coco\coco\coco2017\train_spectrum\img112086.jpg,dataset\coco\coco\coco2017\train_spectrum\img051962.jpg,dataset\big_gan\big\biggan-spectrum\520\img004699.jpg
dataset\coco\coco\coco2017\train_spectrum\img122118.jpg,dataset\coco\coco\coco2017\train_spectrum\img102993.jpg,dataset\big_gan\big\biggan-spectrum\904\img008950.jpg
dataset\coco\coco\coco2017\train_spectrum\img053959.jpg,dataset\coco\coco\coco2017\train_spectrum\img103100.jpg,dataset\big_gan\big\biggan-spectrum\618\img005777.jpg
dataset\big_gan\big\biggan-spectrum\0\img000009.jpg,dataset\big_gan\big\biggan-spectrum\786\img007631.jpg,dataset\coco\coco\coco2017\train_spectrum\img095590.jpg
dataset\coco\coco\coco2017\train_spectrum\img151599.jpg,dataset\coco\coco\coco2017\train_spectrum\img097355.jpg,dataset\big_gan\big\biggan-spectrum\360\img002919.jpg
dataset\big_gan\big\biggan-spectrum\435\img003747.jpg,dataset\big_gan\big\biggan-spectrum\616\img005754.jpg,dataset\coco\coco\coco2017\train_spectrum\img082619.jpg
dataset\big_gan\big\biggan-spectrum\755\img007299.jpg,dataset\big_gan\big\biggan-spectrum\347\img002762.jpg,dataset\coco\coco\coco2017\train_spectrum\img071845.jpg
dataset\big_gan\big\biggan-spectrum\20\img001136.jpg,dataset\big_gan\big\biggan-spectrum\353\img002837.jpg,dataset\coco\coco\coco2017\train_spectrum\img097033.jpg
dataset\coco\coco\coco2017\train_spectrum\img116470.jpg,dataset\coco\coco\coco2017\train_spectrum\img116594.jpg,dataset\big_gan\big\biggan-spectrum\500\img004471.jpg
dataset\big_gan\big\biggan-spectrum\996\img009964.jpg,dataset\big_gan\big\biggan-spectrum\969\img009660.jpg,dataset\coco\coco\coco2017\train_spectrum\img050877.jpg
dataset\coco\coco\coco2017\train_spectrum\img094473.jpg,dataset\coco\coco\coco2017\train_spectrum\img145953.jpg,dataset\big_gan\big\biggan-spectrum\193\img001058.jpg
dataset\big_gan\big\biggan-spectrum\723\img006946.jpg,dataset\big_gan\big\biggan-spectrum\423\img003611.jpg,dataset\coco\coco\coco2017\train_spectrum\img056782.jpg
dataset\big_gan\big\biggan-spectrum\77\img007458.jpg,dataset\big_gan\big\biggan-spectrum\266\img001861.jpg,dataset\coco\coco\coco2017\train_spectrum\img075539.jpg
dataset\big_gan\big\biggan-spectrum\89\img008785.jpg,dataset\big_gan\big\biggan-spectrum\534\img004845.jpg,dataset\coco\coco\coco2017\train_spectrum\img048643.jpg
dataset\big_gan\big\biggan-spectrum\500\img004478.jpg,dataset\big_gan\big\biggan-spectrum\194\img001069.jpg,dataset\coco\coco\coco2017\train_spectrum\img108487.jpg
dataset\coco\coco\coco2017\train_spectrum\img043056.jpg,dataset\coco\coco\coco2017\train_spectrum\img046148.jpg,dataset\big_gan\big\biggan-spectrum\498\img004436.jpg
dataset\coco\coco\coco2017\train_spectrum\img067034.jpg,dataset\coco\coco\coco2017\train_spectrum\img051836.jpg,dataset\big_gan\big\biggan-spectrum\840\img008240.jpg
dataset\coco\coco\coco2017\train_spectrum\img099648.jpg,dataset\coco\coco\coco2017\train_spectrum\img088782.jpg,dataset\big_gan\big\biggan-spectrum\291\img002144.jpg
dataset\big_gan\big\biggan-spectrum\791\img007691.jpg,dataset\big_gan\big\biggan-spectrum\247\img001656.jpg,dataset\coco\coco\coco2017\train_spectrum\img057432.jpg
dataset\big_gan\big\biggan-spectrum\435\img003745.jpg,dataset\big_gan\big\biggan-spectrum\747\img007207.jpg,dataset\coco\coco\coco2017\train_spectrum\img103162.jpg
dataset\coco\coco\coco2017\train_spectrum\img074413.jpg,dataset\coco\coco\coco2017\train_spectrum\img143350.jpg,dataset\big_gan\big\biggan-spectrum\238\img001550.jpg
dataset\big_gan\big\biggan-spectrum\216\img001317.jpg,dataset\big_gan\big\biggan-spectrum\571\img005251.jpg,dataset\coco\coco\coco2017\train_spectrum\img135835.jpg
dataset\coco\coco\coco2017\train_spectrum\img066581.jpg,dataset\coco\coco\coco2017\train_spectrum\img047947.jpg,dataset\big_gan\big\biggan-spectrum\143\img000500.jpg
dataset\big_gan\big\biggan-spectrum\407\img003432.jpg,dataset\big_gan\big\biggan-spectrum\356\img002863.jpg,dataset\coco\coco\coco2017\train_spectrum\img100422.jpg
dataset\coco\coco\coco2017\train_spectrum\img105949.jpg,dataset\coco\coco\coco2017\train_spectrum\img110756.jpg,dataset\big_gan\big\biggan-spectrum\463\img004051.jpg
dataset\big_gan\big\biggan-spectrum\323\img002507.jpg,dataset\big_gan\big\biggan-spectrum\336\img002647.jpg,dataset\coco\coco\coco2017\train_spectrum\img117994.jpg
dataset\big_gan\big\biggan-spectrum\270\img001916.jpg,dataset\big_gan\big\biggan-spectrum\177\img000872.jpg,dataset\coco\coco\coco2017\train_spectrum\img048359.jpg
dataset\big_gan\big\biggan-spectrum\246\img001646.jpg,dataset\big_gan\big\biggan-spectrum\659\img006225.jpg,dataset\coco\coco\coco2017\train_spectrum\img042232.jpg
dataset\coco\coco\coco2017\train_spectrum\img126067.jpg,dataset\coco\coco\coco2017\train_spectrum\img104806.jpg,dataset\big_gan\big\biggan-spectrum\862\img008480.jpg
dataset\big_gan\big\biggan-spectrum\313\img002393.jpg,dataset\big_gan\big\biggan-spectrum\559\img005113.jpg,dataset\coco\coco\coco2017\train_spectrum\img041556.jpg
dataset\big_gan\big\biggan-spectrum\781\img007581.jpg,dataset\big_gan\big\biggan-spectrum\583\img005381.jpg,dataset\coco\coco\coco2017\train_spectrum\img149353.jpg
dataset\coco\coco\coco2017\train_spectrum\img063686.jpg,dataset\coco\coco\coco2017\train_spectrum\img123058.jpg,dataset\big_gan\big\biggan-spectrum\315\img002414.jpg
dataset\coco\coco\coco2017\train_spectrum\img085874.jpg,dataset\coco\coco\coco2017\train_spectrum\img065095.jpg,dataset\big_gan\big\biggan-spectrum\907\img008985.jpg
dataset\coco\coco\coco2017\train_spectrum\img083685.jpg,dataset\coco\coco\coco2017\train_spectrum\img114747.jpg,dataset\big_gan\big\biggan-spectrum\810\img007914.jpg
dataset\big_gan\big\biggan-spectrum\720\img006916.jpg,dataset\big_gan\big\biggan-spectrum\911\img009034.jpg,dataset\coco\coco\coco2017\train_spectrum\img093603.jpg
dataset\big_gan\big\biggan-spectrum\763\img007385.jpg,dataset\big_gan\big\biggan-spectrum\447\img003870.jpg,dataset\coco\coco\coco2017\train_spectrum\img095828.jpg
dataset\big_gan\big\biggan-spectrum\120\img000259.jpg,dataset\big_gan\big\biggan-spectrum\300\img002258.jpg,dataset\coco\coco\coco2017\train_spectrum\img102926.jpg
dataset\big_gan\big\biggan-spectrum\992\img009929.jpg,dataset\big_gan\big\biggan-spectrum\51\img004578.jpg,dataset\coco\coco\coco2017\train_spectrum\img100929.jpg
dataset\big_gan\big\biggan-spectrum\448\img003880.jpg,dataset\big_gan\big\biggan-spectrum\779\img007553.jpg,dataset\coco\coco\coco2017\train_spectrum\img114492.jpg
dataset\coco\coco\coco2017\train_spectrum\img062318.jpg,dataset\coco\coco\coco2017\train_spectrum\img074019.jpg,dataset\big_gan\big\biggan-spectrum\805\img007857.jpg
dataset\big_gan\big\biggan-spectrum\281\img002030.jpg,dataset\big_gan\big\biggan-spectrum\175\img000853.jpg,dataset\coco\coco\coco2017\train_spectrum\img155079.jpg
dataset\coco\coco\coco2017\train_spectrum\img116815.jpg,dataset\coco\coco\coco2017\train_spectrum\img078390.jpg,dataset\big_gan\big\biggan-spectrum\128\img000330.jpg
dataset\coco\coco\coco2017\train_spectrum\img155512.jpg,dataset\coco\coco\coco2017\train_spectrum\img123376.jpg,dataset\big_gan\big\biggan-spectrum\290\img002134.jpg
dataset\big_gan\big\biggan-spectrum\759\img007337.jpg,dataset\big_gan\big\biggan-spectrum\355\img002854.jpg,dataset\coco\coco\coco2017\train_spectrum\img105685.jpg
dataset\coco\coco\coco2017\train_spectrum\img103530.jpg,dataset\coco\coco\coco2017\train_spectrum\img080933.jpg,dataset\big_gan\big\biggan-spectrum\736\img007087.jpg
dataset\big_gan\big\biggan-spectrum\427\img003651.jpg,dataset\big_gan\big\biggan-spectrum\662\img006265.jpg,dataset\coco\coco\coco2017\train_spectrum\img082201.jpg
dataset\big_gan\big\biggan-spectrum\322\img002490.jpg,dataset\big_gan\big\biggan-spectrum\608\img005666.jpg,dataset\coco\coco\coco2017\train_spectrum\img102335.jpg
dataset\big_gan\big\biggan-spectrum\126\img000311.jpg,dataset\big_gan\big\biggan-spectrum\451\img003920.jpg,dataset\coco\coco\coco2017\train_spectrum\img116619.jpg
dataset\coco\coco\coco2017\train_spectrum\img138813.jpg,dataset\coco\coco\coco2017\train_spectrum\img140386.jpg,dataset\big_gan\big\biggan-spectrum\258\img001774.jpg
dataset\coco\coco\coco2017\train_spectrum\img083398.jpg,dataset\coco\coco\coco2017\train_spectrum\img061927.jpg,dataset\big_gan\big\biggan-spectrum\731\img007030.jpg
dataset\big_gan\big\biggan-spectrum\185\img000964.jpg,dataset\big_gan\big\biggan-spectrum\265\img001854.jpg,dataset\coco\coco\coco2017\train_spectrum\img154277.jpg
dataset\coco\coco\coco2017\train_spectrum\img074251.jpg,dataset\coco\coco\coco2017\train_spectrum\img087546.jpg,dataset\big_gan\big\biggan-spectrum\378\img003104.jpg
dataset\coco\coco\coco2017\train_spectrum\img091229.jpg,dataset\coco\coco\coco2017\train_spectrum\img146706.jpg,dataset\big_gan\big\biggan-spectrum\871\img008583.jpg
dataset\big_gan\big\biggan-spectrum\347\img002765.jpg,dataset\big_gan\big\biggan-spectrum\976\img009741.jpg,dataset\coco\coco\coco2017\train_spectrum\img112023.jpg
dataset\big_gan\big\biggan-spectrum\577\img005312.jpg,dataset\big_gan\big\biggan-spectrum\44\img003798.jpg,dataset\coco\coco\coco2017\train_spectrum\img141015.jpg
dataset\coco\coco\coco2017\train_spectrum\img155032.jpg,dataset\coco\coco\coco2017\train_spectrum\img105276.jpg,dataset\big_gan\big\biggan-spectrum\421\img003597.jpg
dataset\coco\coco\coco2017\train_spectrum\img121097.jpg,dataset\coco\coco\coco2017\train_spectrum\img041282.jpg,dataset\big_gan\big\biggan-spectrum\174\img000849.jpg
dataset\big_gan\big\biggan-spectrum\657\img006203.jpg,dataset\big_gan\big\biggan-spectrum\790\img007683.jpg,dataset\coco\coco\coco2017\train_spectrum\img095829.jpg
dataset\big_gan\big\biggan-spectrum\470\img004133.jpg,dataset\big_gan\big\biggan-spectrum\923\img009166.jpg,dataset\coco\coco\coco2017\train_spectrum\img047007.jpg
dataset\coco\coco\coco2017\train_spectrum\img067608.jpg,dataset\coco\coco\coco2017\train_spectrum\img065313.jpg,dataset\big_gan\big\biggan-spectrum\195\img001078.jpg
dataset\coco\coco\coco2017\train_spectrum\img045569.jpg,dataset\coco\coco\coco2017\train_spectrum\img080393.jpg,dataset\big_gan\big\biggan-spectrum\487\img004312.jpg
dataset\big_gan\big\biggan-spectrum\414\img003514.jpg,dataset\big_gan\big\biggan-spectrum\770\img007461.jpg,dataset\coco\coco\coco2017\train_spectrum\img099551.jpg
dataset\coco\coco\coco2017\train_spectrum\img096310.jpg,dataset\coco\coco\coco2017\train_spectrum\img136861.jpg,dataset\big_gan\big\biggan-spectrum\615\img005749.jpg
dataset\big_gan\big\biggan-spectrum\15\img000579.jpg,dataset\big_gan\big\biggan-spectrum\668\img006326.jpg,dataset\coco\coco\coco2017\train_spectrum\img118689.jpg
dataset\big_gan\big\biggan-spectrum\380\img003132.jpg,dataset\big_gan\big\biggan-spectrum\325\img002522.jpg,dataset\coco\coco\coco2017\train_spectrum\img118028.jpg
dataset\big_gan\big\biggan-spectrum\535\img004856.jpg,dataset\big_gan\big\biggan-spectrum\486\img004301.jpg,dataset\coco\coco\coco2017\train_spectrum\img119875.jpg
dataset\big_gan\big\biggan-spectrum\523\img004721.jpg,dataset\big_gan\big\biggan-spectrum\973\img009717.jpg,dataset\coco\coco\coco2017\train_spectrum\img156712.jpg
dataset\big_gan\big\biggan-spectrum\275\img001962.jpg,dataset\big_gan\big\biggan-spectrum\306\img002317.jpg,dataset\coco\coco\coco2017\train_spectrum\img050569.jpg
dataset\big_gan\big\biggan-spectrum\358\img002881.jpg,dataset\big_gan\big\biggan-spectrum\717\img006878.jpg,dataset\coco\coco\coco2017\train_spectrum\img109052.jpg
dataset\big_gan\big\biggan-spectrum\347\img002763.jpg,dataset\big_gan\big\biggan-spectrum\844\img008283.jpg,dataset\coco\coco\coco2017\train_spectrum\img156951.jpg
dataset\big_gan\big\biggan-spectrum\260\img001800.jpg,dataset\big_gan\big\biggan-spectrum\608\img005666.jpg,dataset\coco\coco\coco2017\train_spectrum\img067600.jpg
dataset\coco\coco\coco2017\train_spectrum\img067329.jpg,dataset\coco\coco\coco2017\train_spectrum\img089335.jpg,dataset\big_gan\big\biggan-spectrum\195\img001075.jpg
dataset\big_gan\big\biggan-spectrum\542\img004933.jpg,dataset\big_gan\big\biggan-spectrum\553\img005054.jpg,dataset\coco\coco\coco2017\train_spectrum\img105520.jpg
dataset\coco\coco\coco2017\train_spectrum\img149829.jpg,dataset\coco\coco\coco2017\train_spectrum\img106893.jpg,dataset\big_gan\big\biggan-spectrum\858\img008434.jpg
dataset\big_gan\big\biggan-spectrum\996\img009962.jpg,dataset\big_gan\big\biggan-spectrum\72\img006906.jpg,dataset\coco\coco\coco2017\train_spectrum\img067525.jpg
dataset\coco\coco\coco2017\train_spectrum\img041042.jpg,dataset\coco\coco\coco2017\train_spectrum\img074453.jpg,dataset\big_gan\big\biggan-spectrum\625\img005856.jpg
dataset\coco\coco\coco2017\train_spectrum\img065065.jpg,dataset\coco\coco\coco2017\train_spectrum\img045563.jpg,dataset\big_gan\big\biggan-spectrum\825\img008075.jpg
dataset\big_gan\big\biggan-spectrum\921\img009145.jpg,dataset\big_gan\big\biggan-spectrum\613\img005726.jpg,dataset\coco\coco\coco2017\train_spectrum\img157699.jpg
dataset\coco\coco\coco2017\train_spectrum\img135665.jpg,dataset\coco\coco\coco2017\train_spectrum\img084006.jpg,dataset\big_gan\big\biggan-spectrum\68\img006451.jpg
dataset\big_gan\big\biggan-spectrum\966\img009637.jpg,dataset\big_gan\big\biggan-spectrum\528\img004770.jpg,dataset\coco\coco\coco2017\train_spectrum\img133662.jpg
dataset\big_gan\big\biggan-spectrum\168\img000778.jpg,dataset\big_gan\big\biggan-spectrum\611\img005701.jpg,dataset\coco\coco\coco2017\train_spectrum\img088375.jpg
dataset\big_gan\big\biggan-spectrum\958\img009549.jpg,dataset\big_gan\big\biggan-spectrum\907\img008984.jpg,dataset\coco\coco\coco2017\train_spectrum\img049604.jpg
dataset\coco\coco\coco2017\train_spectrum\img052712.jpg,dataset\coco\coco\coco2017\train_spectrum\img059523.jpg,dataset\big_gan\big\biggan-spectrum\734\img007064.jpg
dataset\coco\coco\coco2017\train_spectrum\img155085.jpg,dataset\coco\coco\coco2017\train_spectrum\img061609.jpg,dataset\big_gan\big\biggan-spectrum\830\img008135.jpg
dataset\coco\coco\coco2017\train_spectrum\img152285.jpg,dataset\coco\coco\coco2017\train_spectrum\img086228.jpg,dataset\big_gan\big\biggan-spectrum\848\img008326.jpg
dataset\big_gan\big\biggan-spectrum\223\img001397.jpg,dataset\big_gan\big\biggan-spectrum\29\img002123.jpg,dataset\coco\coco\coco2017\train_spectrum\img140551.jpg
dataset\coco\coco\coco2017\train_spectrum\img097811.jpg,dataset\coco\coco\coco2017\train_spectrum\img095392.jpg,dataset\big_gan\big\biggan-spectrum\135\img000418.jpg
dataset\big_gan\big\biggan-spectrum\385\img003181.jpg,dataset\big_gan\big\biggan-spectrum\238\img001551.jpg,dataset\coco\coco\coco2017\train_spectrum\img101590.jpg
dataset\big_gan\big\biggan-spectrum\543\img004944.jpg,dataset\big_gan\big\biggan-spectrum\166\img000750.jpg,dataset\coco\coco\coco2017\train_spectrum\img122021.jpg
dataset\coco\coco\coco2017\train_spectrum\img153294.jpg,dataset\coco\coco\coco2017\train_spectrum\img049425.jpg,dataset\big_gan\big\biggan-spectrum\481\img004253.jpg
dataset\coco\coco\coco2017\train_spectrum\img125967.jpg,dataset\coco\coco\coco2017\train_spectrum\img047669.jpg,dataset\big_gan\big\biggan-spectrum\407\img003436.jpg
dataset\big_gan\big\biggan-spectrum\891\img008803.jpg,dataset\big_gan\big\biggan-spectrum\23\img001467.jpg,dataset\coco\coco\coco2017\train_spectrum\img083018.jpg
dataset\coco\coco\coco2017\train_spectrum\img129867.jpg,dataset\coco\coco\coco2017\train_spectrum\img093209.jpg,dataset\big_gan\big\biggan-spectrum\247\img001657.jpg
dataset\coco\coco\coco2017\train_spectrum\img143315.jpg,dataset\coco\coco\coco2017\train_spectrum\img095510.jpg,dataset\big_gan\big\biggan-spectrum\677\img006427.jpg
dataset\coco\coco\coco2017\train_spectrum\img053477.jpg,dataset\coco\coco\coco2017\train_spectrum\img149305.jpg,dataset\big_gan\big\biggan-spectrum\288\img002109.jpg
dataset\coco\coco\coco2017\train_spectrum\img065464.jpg,dataset\coco\coco\coco2017\train_spectrum\img135351.jpg,dataset\big_gan\big\biggan-spectrum\661\img006255.jpg
dataset\coco\coco\coco2017\train_spectrum\img087913.jpg,dataset\coco\coco\coco2017\train_spectrum\img081965.jpg,dataset\big_gan\big\biggan-spectrum\240\img001584.jpg
dataset\big_gan\big\biggan-spectrum\613\img005728.jpg,dataset\big_gan\big\biggan-spectrum\601\img005595.jpg,dataset\coco\coco\coco2017\train_spectrum\img128171.jpg
dataset\big_gan\big\biggan-spectrum\218\img001335.jpg,dataset\big_gan\big\biggan-spectrum\124\img000294.jpg,dataset\coco\coco\coco2017\train_spectrum\img145251.jpg
dataset\big_gan\big\biggan-spectrum\481\img004258.jpg,dataset\big_gan\big\biggan-spectrum\714\img006843.jpg,dataset\coco\coco\coco2017\train_spectrum\img068956.jpg
dataset\coco\coco\coco2017\train_spectrum\img072094.jpg,dataset\coco\coco\coco2017\train_spectrum\img146043.jpg,dataset\big_gan\big\biggan-spectrum\891\img008807.jpg
dataset\coco\coco\coco2017\train_spectrum\img145351.jpg,dataset\coco\coco\coco2017\train_spectrum\img113912.jpg,dataset\big_gan\big\biggan-spectrum\572\img005263.jpg
dataset\big_gan\big\biggan-spectrum\556\img005081.jpg,dataset\big_gan\big\biggan-spectrum\482\img004264.jpg,dataset\coco\coco\coco2017\train_spectrum\img136639.jpg
dataset\big_gan\big\biggan-spectrum\424\img003628.jpg,dataset\big_gan\big\biggan-spectrum\267\img001876.jpg,dataset\coco\coco\coco2017\train_spectrum\img060453.jpg
dataset\big_gan\big\biggan-spectrum\778\img007546.jpg,dataset\big_gan\big\biggan-spectrum\550\img005023.jpg,dataset\coco\coco\coco2017\train_spectrum\img088090.jpg
dataset\coco\coco\coco2017\train_spectrum\img091243.jpg,dataset\coco\coco\coco2017\train_spectrum\img133405.jpg,dataset\big_gan\big\biggan-spectrum\491\img004369.jpg
dataset\coco\coco\coco2017\train_spectrum\img061011.jpg,dataset\coco\coco\coco2017\train_spectrum\img122307.jpg,dataset\big_gan\big\biggan-spectrum\634\img005956.jpg
dataset\big_gan\big\biggan-spectrum\714\img006848.jpg,dataset\big_gan\big\biggan-spectrum\179\img000897.jpg,dataset\coco\coco\coco2017\train_spectrum\img150189.jpg
dataset\coco\coco\coco2017\train_spectrum\img070943.jpg,dataset\coco\coco\coco2017\train_spectrum\img092350.jpg,dataset\big_gan\big\biggan-spectrum\355\img002859.jpg
dataset\big_gan\big\biggan-spectrum\520\img004691.jpg,dataset\big_gan\big\biggan-spectrum\5\img004458.jpg,dataset\coco\coco\coco2017\train_spectrum\img056943.jpg
dataset\big_gan\big\biggan-spectrum\719\img006890.jpg,dataset\big_gan\big\biggan-spectrum\75\img007232.jpg,dataset\coco\coco\coco2017\train_spectrum\img157404.jpg
dataset\coco\coco\coco2017\train_spectrum\img105097.jpg,dataset\coco\coco\coco2017\train_spectrum\img146676.jpg,dataset\big_gan\big\biggan-spectrum\847\img008315.jpg
