Anchor,Positive,Negative
dataset\big_gan\big\biggan-spectrum\411\img003483.jpg,dataset\big_gan\big\biggan-spectrum\66\img006233.jpg,dataset\taming_transformer\tt-coco_spectrum\img001303.jpg
dataset\taming_transformer\tt-coco_spectrum\img003598.jpg,dataset\taming_transformer\tt-coco_spectrum\img001446.jpg,dataset\big_gan\big\biggan-spectrum\563\img005161.jpg
dataset\big_gan\big\biggan-spectrum\786\img007635.jpg,dataset\big_gan\big\biggan-spectrum\733\img007052.jpg,dataset\taming_transformer\tt-coco_spectrum\img000260.jpg
dataset\big_gan\big\biggan-spectrum\180\img000916.jpg,dataset\big_gan\big\biggan-spectrum\305\img002303.jpg,dataset\taming_transformer\tt-coco_spectrum\img002165.jpg
dataset\taming_transformer\tt-coco_spectrum\img003149.jpg,dataset\taming_transformer\tt-coco_spectrum\img002956.jpg,dataset\big_gan\big\biggan-spectrum\588\img005435.jpg
dataset\big_gan\big\biggan-spectrum\182\img000937.jpg,dataset\big_gan\big\biggan-spectrum\635\img005964.jpg,dataset\taming_transformer\tt-coco_spectrum\img001814.jpg
dataset\taming_transformer\tt-coco_spectrum\img001709.jpg,dataset\taming_transformer\tt-coco_spectrum\img000123.jpg,dataset\big_gan\big\biggan-spectrum\380\img003138.jpg
dataset\big_gan\big\biggan-spectrum\298\img002219.jpg,dataset\big_gan\big\biggan-spectrum\480\img004246.jpg,dataset\taming_transformer\tt-coco_spectrum\img002625.jpg
dataset\big_gan\big\biggan-spectrum\625\img005858.jpg,dataset\big_gan\big\biggan-spectrum\333\img002617.jpg,dataset\taming_transformer\tt-coco_spectrum\img000169.jpg
dataset\big_gan\big\biggan-spectrum\996\img009969.jpg,dataset\big_gan\big\biggan-spectrum\691\img006583.jpg,dataset\taming_transformer\tt-coco_spectrum\img003862.jpg
dataset\taming_transformer\tt-coco_spectrum\img000192.jpg,dataset\taming_transformer\tt-coco_spectrum\img000635.jpg,dataset\big_gan\big\biggan-spectrum\216\img001316.jpg
dataset\taming_transformer\tt-coco_spectrum\img002110.jpg,dataset\taming_transformer\tt-coco_spectrum\img000924.jpg,dataset\big_gan\big\biggan-spectrum\471\img004141.jpg
dataset\big_gan\big\biggan-spectrum\15\img000579.jpg,dataset\big_gan\big\biggan-spectrum\253\img001721.jpg,dataset\taming_transformer\tt-coco_spectrum\img001395.jpg
dataset\taming_transformer\tt-coco_spectrum\img001702.jpg,dataset\taming_transformer\tt-coco_spectrum\img004048.jpg,dataset\big_gan\big\biggan-spectrum\341\img002706.jpg
dataset\taming_transformer\tt-coco_spectrum\img002425.jpg,dataset\taming_transformer\tt-coco_spectrum\img004022.jpg,dataset\big_gan\big\biggan-spectrum\740\img007139.jpg
dataset\big_gan\big\biggan-spectrum\583\img005386.jpg,dataset\big_gan\big\biggan-spectrum\818\img007998.jpg,dataset\taming_transformer\tt-coco_spectrum\img002616.jpg
dataset\taming_transformer\tt-coco_spectrum\img000843.jpg,dataset\taming_transformer\tt-coco_spectrum\img000320.jpg,dataset\big_gan\big\biggan-spectrum\507\img004542.jpg
dataset\big_gan\big\biggan-spectrum\538\img004880.jpg,dataset\big_gan\big\biggan-spectrum\23\img001464.jpg,dataset\taming_transformer\tt-coco_spectrum\img000123.jpg
dataset\taming_transformer\tt-coco_spectrum\img002353.jpg,dataset\taming_transformer\tt-coco_spectrum\img002915.jpg,dataset\big_gan\big\biggan-spectrum\224\img001400.jpg
dataset\taming_transformer\tt-coco_spectrum\img001482.jpg,dataset\taming_transformer\tt-coco_spectrum\img001401.jpg,dataset\big_gan\big\biggan-spectrum\580\img005357.jpg
dataset\big_gan\big\biggan-spectrum\530\img004806.jpg,dataset\big_gan\big\biggan-spectrum\663\img006278.jpg,dataset\taming_transformer\tt-coco_spectrum\img000853.jpg
dataset\big_gan\big\biggan-spectrum\294\img002176.jpg,dataset\big_gan\big\biggan-spectrum\5\img004458.jpg,dataset\taming_transformer\tt-coco_spectrum\img002696.jpg
dataset\taming_transformer\tt-coco_spectrum\img003495.jpg,dataset\taming_transformer\tt-coco_spectrum\img002059.jpg,dataset\big_gan\big\biggan-spectrum\565\img005180.jpg
dataset\taming_transformer\tt-coco_spectrum\img000095.jpg,dataset\taming_transformer\tt-coco_spectrum\img004583.jpg,dataset\big_gan\big\biggan-spectrum\500\img004477.jpg
dataset\big_gan\big\biggan-spectrum\116\img000208.jpg,dataset\big_gan\big\biggan-spectrum\582\img005379.jpg,dataset\taming_transformer\tt-coco_spectrum\img000831.jpg
dataset\big_gan\big\biggan-spectrum\307\img002325.jpg,dataset\big_gan\big\biggan-spectrum\958\img009545.jpg,dataset\taming_transformer\tt-coco_spectrum\img000241.jpg
dataset\taming_transformer\tt-coco_spectrum\img004629.jpg,dataset\taming_transformer\tt-coco_spectrum\img003012.jpg,dataset\big_gan\big\biggan-spectrum\326\img002534.jpg
dataset\big_gan\big\biggan-spectrum\878\img008650.jpg,dataset\big_gan\big\biggan-spectrum\859\img008446.jpg,dataset\taming_transformer\tt-coco_spectrum\img003128.jpg
dataset\taming_transformer\tt-coco_spectrum\img003729.jpg,dataset\taming_transformer\tt-coco_spectrum\img000272.jpg,dataset\big_gan\big\biggan-spectrum\868\img008549.jpg
dataset\taming_transformer\tt-coco_spectrum\img002239.jpg,dataset\taming_transformer\tt-coco_spectrum\img001024.jpg,dataset\big_gan\big\biggan-spectrum\345\img002743.jpg
dataset\big_gan\big\biggan-spectrum\200\img001143.jpg,dataset\big_gan\big\biggan-spectrum\31\img002350.jpg,dataset\taming_transformer\tt-coco_spectrum\img001605.jpg
dataset\big_gan\big\biggan-spectrum\996\img009969.jpg,dataset\big_gan\big\biggan-spectrum\916\img009085.jpg,dataset\taming_transformer\tt-coco_spectrum\img000245.jpg
dataset\big_gan\big\biggan-spectrum\316\img002423.jpg,dataset\big_gan\big\biggan-spectrum\50\img004469.jpg,dataset\taming_transformer\tt-coco_spectrum\img001462.jpg
dataset\big_gan\big\biggan-spectrum\880\img008686.jpg,dataset\big_gan\big\biggan-spectrum\352\img002824.jpg,dataset\taming_transformer\tt-coco_spectrum\img004199.jpg
dataset\big_gan\big\biggan-spectrum\420\img003588.jpg,dataset\big_gan\big\biggan-spectrum\816\img007977.jpg,dataset\taming_transformer\tt-coco_spectrum\img000891.jpg
dataset\taming_transformer\tt-coco_spectrum\img000583.jpg,dataset\taming_transformer\tt-coco_spectrum\img003111.jpg,dataset\big_gan\big\biggan-spectrum\748\img007211.jpg
dataset\big_gan\big\biggan-spectrum\44\img003793.jpg,dataset\big_gan\big\biggan-spectrum\710\img006802.jpg,dataset\taming_transformer\tt-coco_spectrum\img004333.jpg
dataset\taming_transformer\tt-coco_spectrum\img001909.jpg,dataset\taming_transformer\tt-coco_spectrum\img004804.jpg,dataset\big_gan\big\biggan-spectrum\49\img004342.jpg
dataset\big_gan\big\biggan-spectrum\990\img009909.jpg,dataset\big_gan\big\biggan-spectrum\829\img008114.jpg,dataset\taming_transformer\tt-coco_spectrum\img004956.jpg
dataset\taming_transformer\tt-coco_spectrum\img002814.jpg,dataset\taming_transformer\tt-coco_spectrum\img003284.jpg,dataset\big_gan\big\biggan-spectrum\597\img005531.jpg
dataset\big_gan\big\biggan-spectrum\818\img007996.jpg,dataset\big_gan\big\biggan-spectrum\474\img004172.jpg,dataset\taming_transformer\tt-coco_spectrum\img001247.jpg
dataset\taming_transformer\tt-coco_spectrum\img000424.jpg,dataset\taming_transformer\tt-coco_spectrum\img000502.jpg,dataset\big_gan\big\biggan-spectrum\770\img007466.jpg
dataset\taming_transformer\tt-coco_spectrum\img003281.jpg,dataset\taming_transformer\tt-coco_spectrum\img004695.jpg,dataset\big_gan\big\biggan-spectrum\901\img008928.jpg
dataset\taming_transformer\tt-coco_spectrum\img001878.jpg,dataset\taming_transformer\tt-coco_spectrum\img003650.jpg,dataset\big_gan\big\biggan-spectrum\529\img004782.jpg
dataset\taming_transformer\tt-coco_spectrum\img003406.jpg,dataset\taming_transformer\tt-coco_spectrum\img002359.jpg,dataset\big_gan\big\biggan-spectrum\327\img002549.jpg
dataset\taming_transformer\tt-coco_spectrum\img000137.jpg,dataset\taming_transformer\tt-coco_spectrum\img003361.jpg,dataset\big_gan\big\biggan-spectrum\128\img000331.jpg
dataset\big_gan\big\biggan-spectrum\516\img004643.jpg,dataset\big_gan\big\biggan-spectrum\952\img009489.jpg,dataset\taming_transformer\tt-coco_spectrum\img000602.jpg
dataset\taming_transformer\tt-coco_spectrum\img003656.jpg,dataset\taming_transformer\tt-coco_spectrum\img001248.jpg,dataset\big_gan\big\biggan-spectrum\555\img005071.jpg
dataset\big_gan\big\biggan-spectrum\985\img009842.jpg,dataset\big_gan\big\biggan-spectrum\371\img003031.jpg,dataset\taming_transformer\tt-coco_spectrum\img004817.jpg
dataset\big_gan\big\biggan-spectrum\444\img003848.jpg,dataset\big_gan\big\biggan-spectrum\436\img003752.jpg,dataset\taming_transformer\tt-coco_spectrum\img003152.jpg
dataset\taming_transformer\tt-coco_spectrum\img004399.jpg,dataset\taming_transformer\tt-coco_spectrum\img000392.jpg,dataset\big_gan\big\biggan-spectrum\229\img001453.jpg
dataset\big_gan\big\biggan-spectrum\480\img004240.jpg,dataset\big_gan\big\biggan-spectrum\781\img007580.jpg,dataset\taming_transformer\tt-coco_spectrum\img001271.jpg
dataset\taming_transformer\tt-coco_spectrum\img003590.jpg,dataset\taming_transformer\tt-coco_spectrum\img004586.jpg,dataset\big_gan\big\biggan-spectrum\344\img002736.jpg
dataset\taming_transformer\tt-coco_spectrum\img002294.jpg,dataset\taming_transformer\tt-coco_spectrum\img004113.jpg,dataset\big_gan\big\biggan-spectrum\73\img007011.jpg
dataset\big_gan\big\biggan-spectrum\302\img002273.jpg,dataset\big_gan\big\biggan-spectrum\483\img004276.jpg,dataset\taming_transformer\tt-coco_spectrum\img004783.jpg
dataset\big_gan\big\biggan-spectrum\48\img004230.jpg,dataset\big_gan\big\biggan-spectrum\575\img005299.jpg,dataset\taming_transformer\tt-coco_spectrum\img004821.jpg
dataset\taming_transformer\tt-coco_spectrum\img003757.jpg,dataset\taming_transformer\tt-coco_spectrum\img002946.jpg,dataset\big_gan\big\biggan-spectrum\329\img002566.jpg
dataset\taming_transformer\tt-coco_spectrum\img004861.jpg,dataset\taming_transformer\tt-coco_spectrum\img002591.jpg,dataset\big_gan\big\biggan-spectrum\836\img008192.jpg
dataset\big_gan\big\biggan-spectrum\348\img002778.jpg,dataset\big_gan\big\biggan-spectrum\64\img006011.jpg,dataset\taming_transformer\tt-coco_spectrum\img003556.jpg
dataset\taming_transformer\tt-coco_spectrum\img001625.jpg,dataset\taming_transformer\tt-coco_spectrum\img003919.jpg,dataset\big_gan\big\biggan-spectrum\391\img003252.jpg
dataset\taming_transformer\tt-coco_spectrum\img003575.jpg,dataset\taming_transformer\tt-coco_spectrum\img002437.jpg,dataset\big_gan\big\biggan-spectrum\910\img009021.jpg
dataset\taming_transformer\tt-coco_spectrum\img004750.jpg,dataset\taming_transformer\tt-coco_spectrum\img004765.jpg,dataset\big_gan\big\biggan-spectrum\134\img000402.jpg
dataset\big_gan\big\biggan-spectrum\497\img004421.jpg,dataset\big_gan\big\biggan-spectrum\244\img001625.jpg,dataset\taming_transformer\tt-coco_spectrum\img002166.jpg
dataset\taming_transformer\tt-coco_spectrum\img002395.jpg,dataset\taming_transformer\tt-coco_spectrum\img004569.jpg,dataset\big_gan\big\biggan-spectrum\204\img001189.jpg
dataset\taming_transformer\tt-coco_spectrum\img002822.jpg,dataset\taming_transformer\tt-coco_spectrum\img003305.jpg,dataset\big_gan\big\biggan-spectrum\993\img009935.jpg
dataset\big_gan\big\biggan-spectrum\672\img006375.jpg,dataset\big_gan\big\biggan-spectrum\669\img006330.jpg,dataset\taming_transformer\tt-coco_spectrum\img001702.jpg
dataset\taming_transformer\tt-coco_spectrum\img004358.jpg,dataset\taming_transformer\tt-coco_spectrum\img001069.jpg,dataset\big_gan\big\biggan-spectrum\131\img000374.jpg
dataset\big_gan\big\biggan-spectrum\592\img005489.jpg,dataset\big_gan\big\biggan-spectrum\446\img003860.jpg,dataset\taming_transformer\tt-coco_spectrum\img000798.jpg
dataset\taming_transformer\tt-coco_spectrum\img004671.jpg,dataset\taming_transformer\tt-coco_spectrum\img003559.jpg,dataset\big_gan\big\biggan-spectrum\847\img008318.jpg
dataset\big_gan\big\biggan-spectrum\80\img007792.jpg,dataset\big_gan\big\biggan-spectrum\715\img006853.jpg,dataset\taming_transformer\tt-coco_spectrum\img000138.jpg
dataset\big_gan\big\biggan-spectrum\844\img008281.jpg,dataset\big_gan\big\biggan-spectrum\710\img006803.jpg,dataset\taming_transformer\tt-coco_spectrum\img003943.jpg
dataset\taming_transformer\tt-coco_spectrum\img004797.jpg,dataset\taming_transformer\tt-coco_spectrum\img004249.jpg,dataset\big_gan\big\biggan-spectrum\961\img009582.jpg
dataset\big_gan\big\biggan-spectrum\360\img002917.jpg,dataset\big_gan\big\biggan-spectrum\803\img007835.jpg,dataset\taming_transformer\tt-coco_spectrum\img003263.jpg
dataset\taming_transformer\tt-coco_spectrum\img000438.jpg,dataset\taming_transformer\tt-coco_spectrum\img004286.jpg,dataset\big_gan\big\biggan-spectrum\102\img000053.jpg
dataset\big_gan\big\biggan-spectrum\89\img008785.jpg,dataset\big_gan\big\biggan-spectrum\725\img006963.jpg,dataset\taming_transformer\tt-coco_spectrum\img004450.jpg
dataset\taming_transformer\tt-coco_spectrum\img001395.jpg,dataset\taming_transformer\tt-coco_spectrum\img004006.jpg,dataset\big_gan\big\biggan-spectrum\165\img000749.jpg
dataset\big_gan\big\biggan-spectrum\471\img004142.jpg,dataset\big_gan\big\biggan-spectrum\413\img003507.jpg,dataset\taming_transformer\tt-coco_spectrum\img003715.jpg
dataset\big_gan\big\biggan-spectrum\744\img007176.jpg,dataset\big_gan\big\biggan-spectrum\369\img003006.jpg,dataset\taming_transformer\tt-coco_spectrum\img001096.jpg
dataset\big_gan\big\biggan-spectrum\96\img009567.jpg,dataset\big_gan\big\biggan-spectrum\820\img008020.jpg,dataset\taming_transformer\tt-coco_spectrum\img000213.jpg
dataset\big_gan\big\biggan-spectrum\125\img000304.jpg,dataset\big_gan\big\biggan-spectrum\432\img003719.jpg,dataset\taming_transformer\tt-coco_spectrum\img003048.jpg
dataset\taming_transformer\tt-coco_spectrum\img001147.jpg,dataset\taming_transformer\tt-coco_spectrum\img000256.jpg,dataset\big_gan\big\biggan-spectrum\737\img007098.jpg
dataset\taming_transformer\tt-coco_spectrum\img000282.jpg,dataset\taming_transformer\tt-coco_spectrum\img000184.jpg,dataset\big_gan\big\biggan-spectrum\289\img002117.jpg
dataset\taming_transformer\tt-coco_spectrum\img001204.jpg,dataset\taming_transformer\tt-coco_spectrum\img004005.jpg,dataset\big_gan\big\biggan-spectrum\921\img009147.jpg
dataset\taming_transformer\tt-coco_spectrum\img002093.jpg,dataset\taming_transformer\tt-coco_spectrum\img000435.jpg,dataset\big_gan\big\biggan-spectrum\337\img002656.jpg
dataset\big_gan\big\biggan-spectrum\220\img001361.jpg,dataset\big_gan\big\biggan-spectrum\40\img003354.jpg,dataset\taming_transformer\tt-coco_spectrum\img001449.jpg
dataset\taming_transformer\tt-coco_spectrum\img002452.jpg,dataset\taming_transformer\tt-coco_spectrum\img002937.jpg,dataset\big_gan\big\biggan-spectrum\80\img007797.jpg
dataset\taming_transformer\tt-coco_spectrum\img004482.jpg,dataset\taming_transformer\tt-coco_spectrum\img000936.jpg,dataset\big_gan\big\biggan-spectrum\753\img007274.jpg
dataset\big_gan\big\biggan-spectrum\84\img008237.jpg,dataset\big_gan\big\biggan-spectrum\640\img006027.jpg,dataset\taming_transformer\tt-coco_spectrum\img000116.jpg
dataset\big_gan\big\biggan-spectrum\95\img009456.jpg,dataset\big_gan\big\biggan-spectrum\998\img009987.jpg,dataset\taming_transformer\tt-coco_spectrum\img001681.jpg
dataset\big_gan\big\biggan-spectrum\928\img009216.jpg,dataset\big_gan\big\biggan-spectrum\604\img005628.jpg,dataset\taming_transformer\tt-coco_spectrum\img001743.jpg
dataset\big_gan\big\biggan-spectrum\41\img003463.jpg,dataset\big_gan\big\biggan-spectrum\784\img007618.jpg,dataset\taming_transformer\tt-coco_spectrum\img000720.jpg
dataset\big_gan\big\biggan-spectrum\17\img000793.jpg,dataset\big_gan\big\biggan-spectrum\507\img004541.jpg,dataset\taming_transformer\tt-coco_spectrum\img000098.jpg
dataset\taming_transformer\tt-coco_spectrum\img004566.jpg,dataset\taming_transformer\tt-coco_spectrum\img002491.jpg,dataset\big_gan\big\biggan-spectrum\255\img001747.jpg
dataset\taming_transformer\tt-coco_spectrum\img001741.jpg,dataset\taming_transformer\tt-coco_spectrum\img000855.jpg,dataset\big_gan\big\biggan-spectrum\914\img009067.jpg
dataset\taming_transformer\tt-coco_spectrum\img002864.jpg,dataset\taming_transformer\tt-coco_spectrum\img002717.jpg,dataset\big_gan\big\biggan-spectrum\768\img007430.jpg
dataset\taming_transformer\tt-coco_spectrum\img004669.jpg,dataset\taming_transformer\tt-coco_spectrum\img003834.jpg,dataset\big_gan\big\biggan-spectrum\188\img000995.jpg
dataset\taming_transformer\tt-coco_spectrum\img002533.jpg,dataset\taming_transformer\tt-coco_spectrum\img003356.jpg,dataset\big_gan\big\biggan-spectrum\628\img005883.jpg
dataset\taming_transformer\tt-coco_spectrum\img003655.jpg,dataset\taming_transformer\tt-coco_spectrum\img000856.jpg,dataset\big_gan\big\biggan-spectrum\396\img003301.jpg
dataset\taming_transformer\tt-coco_spectrum\img003646.jpg,dataset\taming_transformer\tt-coco_spectrum\img004417.jpg,dataset\big_gan\big\biggan-spectrum\347\img002767.jpg
dataset\taming_transformer\tt-coco_spectrum\img000034.jpg,dataset\taming_transformer\tt-coco_spectrum\img001031.jpg,dataset\big_gan\big\biggan-spectrum\143\img000507.jpg
dataset\taming_transformer\tt-coco_spectrum\img001742.jpg,dataset\taming_transformer\tt-coco_spectrum\img000392.jpg,dataset\big_gan\big\biggan-spectrum\501\img004488.jpg
dataset\big_gan\big\biggan-spectrum\960\img009572.jpg,dataset\big_gan\big\biggan-spectrum\24\img001572.jpg,dataset\taming_transformer\tt-coco_spectrum\img004650.jpg
dataset\big_gan\big\biggan-spectrum\597\img005531.jpg,dataset\big_gan\big\biggan-spectrum\837\img008209.jpg,dataset\taming_transformer\tt-coco_spectrum\img001656.jpg
dataset\big_gan\big\biggan-spectrum\68\img006458.jpg,dataset\big_gan\big\biggan-spectrum\222\img001381.jpg,dataset\taming_transformer\tt-coco_spectrum\img000701.jpg
dataset\big_gan\big\biggan-spectrum\804\img007840.jpg,dataset\big_gan\big\biggan-spectrum\468\img004101.jpg,dataset\taming_transformer\tt-coco_spectrum\img001462.jpg
dataset\taming_transformer\tt-coco_spectrum\img000699.jpg,dataset\taming_transformer\tt-coco_spectrum\img004369.jpg,dataset\big_gan\big\biggan-spectrum\490\img004356.jpg
dataset\taming_transformer\tt-coco_spectrum\img001114.jpg,dataset\taming_transformer\tt-coco_spectrum\img003287.jpg,dataset\big_gan\big\biggan-spectrum\758\img007321.jpg
dataset\big_gan\big\biggan-spectrum\667\img006310.jpg,dataset\big_gan\big\biggan-spectrum\649\img006117.jpg,dataset\taming_transformer\tt-coco_spectrum\img003160.jpg
dataset\big_gan\big\biggan-spectrum\875\img008620.jpg,dataset\big_gan\big\biggan-spectrum\683\img006499.jpg,dataset\taming_transformer\tt-coco_spectrum\img003882.jpg
dataset\taming_transformer\tt-coco_spectrum\img001029.jpg,dataset\taming_transformer\tt-coco_spectrum\img001564.jpg,dataset\big_gan\big\biggan-spectrum\890\img008797.jpg
dataset\taming_transformer\tt-coco_spectrum\img004475.jpg,dataset\taming_transformer\tt-coco_spectrum\img002582.jpg,dataset\big_gan\big\biggan-spectrum\790\img007682.jpg
dataset\taming_transformer\tt-coco_spectrum\img004247.jpg,dataset\taming_transformer\tt-coco_spectrum\img002691.jpg,dataset\big_gan\big\biggan-spectrum\572\img005265.jpg
dataset\big_gan\big\biggan-spectrum\341\img002703.jpg,dataset\big_gan\big\biggan-spectrum\899\img008885.jpg,dataset\taming_transformer\tt-coco_spectrum\img003550.jpg
dataset\taming_transformer\tt-coco_spectrum\img001468.jpg,dataset\taming_transformer\tt-coco_spectrum\img003830.jpg,dataset\big_gan\big\biggan-spectrum\160\img000698.jpg
dataset\big_gan\big\biggan-spectrum\587\img005426.jpg,dataset\big_gan\big\biggan-spectrum\581\img005367.jpg,dataset\taming_transformer\tt-coco_spectrum\img000032.jpg
dataset\big_gan\big\biggan-spectrum\278\img001996.jpg,dataset\big_gan\big\biggan-spectrum\253\img001722.jpg,dataset\taming_transformer\tt-coco_spectrum\img004469.jpg
dataset\taming_transformer\tt-coco_spectrum\img003855.jpg,dataset\taming_transformer\tt-coco_spectrum\img004484.jpg,dataset\big_gan\big\biggan-spectrum\319\img002453.jpg
dataset\taming_transformer\tt-coco_spectrum\img004739.jpg,dataset\taming_transformer\tt-coco_spectrum\img001919.jpg,dataset\big_gan\big\biggan-spectrum\121\img000262.jpg
dataset\taming_transformer\tt-coco_spectrum\img001858.jpg,dataset\taming_transformer\tt-coco_spectrum\img003190.jpg,dataset\big_gan\big\biggan-spectrum\683\img006496.jpg
dataset\big_gan\big\biggan-spectrum\646\img006088.jpg,dataset\big_gan\big\biggan-spectrum\967\img009643.jpg,dataset\taming_transformer\tt-coco_spectrum\img001933.jpg
dataset\taming_transformer\tt-coco_spectrum\img002180.jpg,dataset\taming_transformer\tt-coco_spectrum\img000630.jpg,dataset\big_gan\big\biggan-spectrum\945\img009400.jpg
dataset\taming_transformer\tt-coco_spectrum\img004259.jpg,dataset\taming_transformer\tt-coco_spectrum\img000383.jpg,dataset\big_gan\big\biggan-spectrum\721\img006927.jpg
dataset\taming_transformer\tt-coco_spectrum\img000327.jpg,dataset\taming_transformer\tt-coco_spectrum\img001620.jpg,dataset\big_gan\big\biggan-spectrum\400\img003366.jpg
dataset\big_gan\big\biggan-spectrum\152\img000600.jpg,dataset\big_gan\big\biggan-spectrum\957\img009539.jpg,dataset\taming_transformer\tt-coco_spectrum\img001919.jpg
dataset\taming_transformer\tt-coco_spectrum\img003305.jpg,dataset\taming_transformer\tt-coco_spectrum\img002956.jpg,dataset\big_gan\big\biggan-spectrum\910\img009026.jpg
dataset\big_gan\big\biggan-spectrum\336\img002647.jpg,dataset\big_gan\big\biggan-spectrum\572\img005266.jpg,dataset\taming_transformer\tt-coco_spectrum\img003497.jpg
dataset\big_gan\big\biggan-spectrum\730\img007020.jpg,dataset\big_gan\big\biggan-spectrum\432\img003718.jpg,dataset\taming_transformer\tt-coco_spectrum\img003700.jpg
dataset\big_gan\big\biggan-spectrum\805\img007856.jpg,dataset\big_gan\big\biggan-spectrum\925\img009186.jpg,dataset\taming_transformer\tt-coco_spectrum\img000356.jpg
dataset\taming_transformer\tt-coco_spectrum\img001147.jpg,dataset\taming_transformer\tt-coco_spectrum\img002111.jpg,dataset\big_gan\big\biggan-spectrum\859\img008448.jpg
dataset\big_gan\big\biggan-spectrum\613\img005725.jpg,dataset\big_gan\big\biggan-spectrum\224\img001409.jpg,dataset\taming_transformer\tt-coco_spectrum\img000746.jpg
dataset\big_gan\big\biggan-spectrum\72\img006905.jpg,dataset\big_gan\big\biggan-spectrum\7\img006676.jpg,dataset\taming_transformer\tt-coco_spectrum\img001579.jpg
dataset\taming_transformer\tt-coco_spectrum\img002800.jpg,dataset\taming_transformer\tt-coco_spectrum\img002402.jpg,dataset\big_gan\big\biggan-spectrum\558\img005107.jpg
dataset\big_gan\big\biggan-spectrum\981\img009809.jpg,dataset\big_gan\big\biggan-spectrum\641\img006037.jpg,dataset\taming_transformer\tt-coco_spectrum\img001877.jpg
dataset\big_gan\big\biggan-spectrum\57\img005231.jpg,dataset\big_gan\big\biggan-spectrum\410\img003479.jpg,dataset\taming_transformer\tt-coco_spectrum\img000689.jpg
dataset\big_gan\big\biggan-spectrum\188\img000999.jpg,dataset\big_gan\big\biggan-spectrum\716\img006861.jpg,dataset\taming_transformer\tt-coco_spectrum\img003276.jpg
dataset\big_gan\big\biggan-spectrum\865\img008514.jpg,dataset\big_gan\big\biggan-spectrum\861\img008477.jpg,dataset\taming_transformer\tt-coco_spectrum\img000401.jpg
dataset\taming_transformer\tt-coco_spectrum\img004210.jpg,dataset\taming_transformer\tt-coco_spectrum\img003219.jpg,dataset\big_gan\big\biggan-spectrum\657\img006209.jpg
dataset\big_gan\big\biggan-spectrum\915\img009074.jpg,dataset\big_gan\big\biggan-spectrum\475\img004186.jpg,dataset\taming_transformer\tt-coco_spectrum\img003665.jpg
dataset\taming_transformer\tt-coco_spectrum\img004925.jpg,dataset\taming_transformer\tt-coco_spectrum\img001295.jpg,dataset\big_gan\big\biggan-spectrum\19\img001016.jpg
dataset\big_gan\big\biggan-spectrum\152\img000600.jpg,dataset\big_gan\big\biggan-spectrum\343\img002726.jpg,dataset\taming_transformer\tt-coco_spectrum\img004412.jpg
dataset\taming_transformer\tt-coco_spectrum\img002760.jpg,dataset\taming_transformer\tt-coco_spectrum\img003357.jpg,dataset\big_gan\big\biggan-spectrum\362\img002932.jpg
dataset\taming_transformer\tt-coco_spectrum\img003739.jpg,dataset\taming_transformer\tt-coco_spectrum\img001652.jpg,dataset\big_gan\big\biggan-spectrum\607\img005657.jpg
dataset\taming_transformer\tt-coco_spectrum\img000385.jpg,dataset\taming_transformer\tt-coco_spectrum\img003262.jpg,dataset\big_gan\big\biggan-spectrum\3\img002236.jpg
dataset\taming_transformer\tt-coco_spectrum\img004165.jpg,dataset\taming_transformer\tt-coco_spectrum\img000586.jpg,dataset\big_gan\big\biggan-spectrum\494\img004395.jpg
dataset\taming_transformer\tt-coco_spectrum\img004264.jpg,dataset\taming_transformer\tt-coco_spectrum\img000619.jpg,dataset\big_gan\big\biggan-spectrum\306\img002310.jpg
dataset\big_gan\big\biggan-spectrum\41\img003461.jpg,dataset\big_gan\big\biggan-spectrum\16\img000682.jpg,dataset\taming_transformer\tt-coco_spectrum\img001459.jpg
dataset\big_gan\big\biggan-spectrum\577\img005318.jpg,dataset\big_gan\big\biggan-spectrum\562\img005151.jpg,dataset\taming_transformer\tt-coco_spectrum\img003508.jpg
dataset\taming_transformer\tt-coco_spectrum\img002577.jpg,dataset\taming_transformer\tt-coco_spectrum\img003789.jpg,dataset\big_gan\big\biggan-spectrum\167\img000763.jpg
dataset\taming_transformer\tt-coco_spectrum\img001923.jpg,dataset\taming_transformer\tt-coco_spectrum\img004306.jpg,dataset\big_gan\big\biggan-spectrum\374\img003068.jpg
dataset\taming_transformer\tt-coco_spectrum\img000272.jpg,dataset\taming_transformer\tt-coco_spectrum\img003055.jpg,dataset\big_gan\big\biggan-spectrum\56\img005128.jpg
dataset\taming_transformer\tt-coco_spectrum\img004317.jpg,dataset\taming_transformer\tt-coco_spectrum\img002258.jpg,dataset\big_gan\big\biggan-spectrum\763\img007388.jpg
dataset\big_gan\big\biggan-spectrum\594\img005505.jpg,dataset\big_gan\big\biggan-spectrum\667\img006313.jpg,dataset\taming_transformer\tt-coco_spectrum\img001232.jpg
dataset\big_gan\big\biggan-spectrum\780\img007579.jpg,dataset\big_gan\big\biggan-spectrum\916\img009086.jpg,dataset\taming_transformer\tt-coco_spectrum\img001520.jpg
dataset\big_gan\big\biggan-spectrum\71\img006792.jpg,dataset\big_gan\big\biggan-spectrum\920\img009133.jpg,dataset\taming_transformer\tt-coco_spectrum\img001092.jpg
dataset\big_gan\big\biggan-spectrum\137\img000438.jpg,dataset\big_gan\big\biggan-spectrum\665\img006291.jpg,dataset\taming_transformer\tt-coco_spectrum\img000045.jpg
